# wavelength_(μm) flux_(mJy) flux_unc_(mJy)
3.2771942 0.004649671 0.000261349
3.2778711 0.004430179 0.000207012
3.2785481 0.004338536 0.000276662
3.2792250 0.004338536 0.000247840
3.2799019 0.004460105 0.000177072
3.2805788 0.004460105 0.000220358
3.2812557 0.004592066 0.000201316
3.2819325 0.004889385 0.000144820
3.2826094 0.004987886 0.000182313
3.2832863 0.005234681 0.000217176
3.2839632 0.005234681 0.000283391
3.2846400 0.005234681 0.000247482
3.2853169 0.005234681 0.000219083
3.2859938 0.005233205 0.000219070
3.2866706 0.005161616 0.000143013
3.2873475 0.005233205 0.000208742
3.2880243 0.005342949 0.000308521
3.2887011 0.005394442 0.000230059
3.2893780 0.005438807 0.000214831
3.2900548 0.005577348 0.000238856
3.2907316 0.005577348 0.000119148
3.2914084 0.005595982 0.000254383
3.2920852 0.005642975 0.000302515
3.2927620 0.005767187 0.000295127
3.2934388 0.005595982 0.000178287
3.2941156 0.005595982 0.000258977
3.2947924 0.005767187 0.000024857
3.2954692 0.005013705 0.000017388
3.2961460 0.005013705 0.000020490
3.2968228 0.006514701 0.000057527
3.2974995 0.006514701 0.000161533
3.2981763 0.006597444 0.000047841
3.2988531 0.006638681 0.000117135
3.2995298 0.006638681 0.000188850
3.3002066 0.006878971 0.000183246
3.3008833 0.006878971 0.000270182
3.3015601 0.006987086 0.000306661
3.3022368 0.006987086 0.000244379
3.3029135 0.007080473 0.000249227
3.3035903 0.007080473 0.000184690
3.3042670 0.007080473 0.000103452
3.3049437 0.007080473 0.000116868
3.3056204 0.006668318 0.000216015
3.3062971 0.006668318 0.000292756
3.3069738 0.006687303 0.000286684
3.3076505 0.006687303 0.000183600
3.3083272 0.006673410 0.000195204
3.3090039 0.006687303 0.000200415
3.3096806 0.006972914 0.000157207
3.3103572 0.006718690 0.000178573
3.3110339 0.006972914 0.000237824
3.3117106 0.006972914 0.000253716
3.3123872 0.007172591 0.000215039
3.3130639 0.006835274 0.000180971
3.3137405 0.006835274 0.000181294
3.3144172 0.006592918 0.000185718
3.3150938 0.006835274 0.000135182
3.3157704 0.006835274 0.000175163
3.3164471 0.006665118 0.000147741
3.3171237 0.006891567 0.000019483
3.3178003 0.006891567 0.000151768
3.3184769 0.006665118 0.000181871
3.3191535 0.006239120 0.000185033
3.3198301 0.005821739 0.000126750
3.3205067 0.004839529 0.000130373
3.3211833 0.004839529 0.000140411
3.3218599 0.004741238 0.000235509
3.3225365 0.004741238 0.000249811
3.3232131 0.005758953 0.000224832
3.3238897 0.006879847 0.000226898
3.3245662 0.006921504 0.000247653
3.3252428 0.006963162 0.000262991
3.3259194 0.007004820 0.000272607
3.3265959 0.007004820 0.000254693
3.3272725 0.007046478 0.000233830
3.3279490 0.007204180 0.000274536
3.3286255 0.007688812 0.000302045
3.3293021 0.007688812 0.000270635
3.3299786 0.008049011 0.000122296
3.3306551 0.008049011 0.000140296
3.3313316 0.008113040 0.000130494
3.3320082 0.008160057 0.000232490
3.3326847 0.008284745 0.000200792
3.3333612 0.008652461 0.000223439
3.3340377 0.008738329 0.000200427
3.3347142 0.008738329 0.000131680
3.3353906 0.008652461 0.000205051
3.3360671 0.008652461 0.000050625
3.3367436 0.008460324 0.000143806
3.3374201 0.008460324 0.000259922
3.3380965 0.008460324 0.000282106
3.3387730 0.008506694 0.000225184
3.3394495 0.008207403 0.000209556
3.3401259 0.008506694 0.000221998
3.3408024 0.008508006 0.000231630
3.3414788 0.008875568 0.000229005
3.3421552 0.009177315 0.000290250
3.3428317 0.009177315 0.000292163
3.3435081 0.009177315 0.000293981
3.3441845 0.009286209 0.000294731
3.3448609 0.009304527 0.000301708
3.3455373 0.009482808 0.000264557
3.3462138 0.009680833 0.000290076
3.3468902 0.009827892 0.000283838
3.3475666 0.009827892 0.000285779
3.3482429 0.009755072 0.000273343
3.3489193 0.009843401 0.000256729
3.3495957 0.009755072 0.000225286
3.3502721 0.009544459 0.000209375
3.3509485 0.009755072 0.000230690
3.3516248 0.009871704 0.000252258
3.3523012 0.009907802 0.000099215
3.3529775 0.009907802 0.000094491
3.3536539 0.009919002 0.000060807
3.3543302 0.010068187 0.000236587
3.3550066 0.010068187 0.000266261
3.3556829 0.009919691 0.000254976
3.3563592 0.009919691 0.000236558
3.3570356 0.009919691 0.000192172
3.3577119 0.009919691 0.000262068
3.3583882 0.010152640 0.000092081
3.3590645 0.010207951 0.000079382
3.3597408 0.010389305 0.000157778
3.3604171 0.010389305 0.000251705
3.3610934 0.010464163 0.000191198
3.3617697 0.010389305 0.000185951
3.3624460 0.010464163 0.000200222
3.3631223 0.010098961 0.000182330
3.3637985 0.010464163 0.000049521
3.3644748 0.010641666 0.000037736
3.3651511 0.010641666 0.000066730
3.3658273 0.010641666 0.000165291
3.3665036 0.010641666 0.000183846
3.3671798 0.010563940 0.000279693
3.3678561 0.010488720 0.000246251
3.3685323 0.010563940 0.000278122
3.3692086 0.010563940 0.000248201
3.3698848 0.010419091 0.000134551
3.3705610 0.011124063 0.000167048
3.3712372 0.011288356 0.000212678
3.3719135 0.011288356 0.000133613
3.3725897 0.011288356 0.000230102
3.3732659 0.011575762 0.000204592
3.3739421 0.011575762 0.000235945
3.3746183 0.011532679 0.000219077
3.3752945 0.011575762 0.000093980
3.3759706 0.011532679 0.000214730
3.3766468 0.011310233 0.000178703
3.3773230 0.011532679 0.000240711
3.3779992 0.012008064 0.000267904
3.3786753 0.011445754 0.000250976
3.3793515 0.011445754 0.000222834
3.3800276 0.011498715 0.000179268
3.3807038 0.011445754 0.000199532
3.3813799 0.011268961 0.000215886
3.3820561 0.011268961 0.000221735
3.3827322 0.011000067 0.000314932
3.3834083 0.011000067 0.000292326
3.3840844 0.011910295 0.000283013
3.3847606 0.011910295 0.000211266
3.3854367 0.011847018 0.000233588
3.3861128 0.011847018 0.000269293
3.3867889 0.011847018 0.000263417
3.3874650 0.011847018 0.000247478
3.3881411 0.011942094 0.000259722
3.3888172 0.012120659 0.000206072
3.3894933 0.012120659 0.000165722
3.3901693 0.012402031 0.000147267
3.3908454 0.012374962 0.000162552
3.3915215 0.012402031 0.000219823
3.3921975 0.012620609 0.000131297
3.3928736 0.012620609 0.000217570
3.3935496 0.012494242 0.000241759
3.3942257 0.012494242 0.000250392
3.3949017 0.012272721 0.000289115
3.3955778 0.012175995 0.000237345
3.3962538 0.012063969 0.000233617
3.3969298 0.012063969 0.000233171
3.3976059 0.012175995 0.000253043
3.3982819 0.012359204 0.000287667
3.3989579 0.013270616 0.000294148
3.3996339 0.013291579 0.000204468
3.4003099 0.013396229 0.000207442
3.4009859 0.013291579 0.000195986
3.4016619 0.013291579 0.000241439
3.4023379 0.013038699 0.000300956
3.4030139 0.011608900 0.000318396
3.4036898 0.011608900 0.000349070
3.4043658 0.012001631 0.000248211
3.4050418 0.012001631 0.000263364
3.4057177 0.012223561 0.000236751
3.4063937 0.012833615 0.000235603
3.4070696 0.012903184 0.000161479
3.4077456 0.012833615 0.000157691
3.4084215 0.012612312 0.000304639
3.4090975 0.012612312 0.000271547
3.4097734 0.012612312 0.000243335
3.4104493 0.012612312 0.000242698
3.4111252 0.012855923 0.000244934
3.4118012 0.013045712 0.000184106
3.4124771 0.013220757 0.000151614
3.4131530 0.013242974 0.000145400
3.4138289 0.013220757 0.000166888
3.4145048 0.013242974 0.000174034
3.4151807 0.013242974 0.000175666
3.4158565 0.013440235 0.000249346
3.4165324 0.012927688 0.000272281
3.4172083 0.013455808 0.000314701
3.4178842 0.012941167 0.000327857
3.4185600 0.012941167 0.000300118
3.4192359 0.012927688 0.000251946
3.4199118 0.012426332 0.000255038
3.4205876 0.012426332 0.000276581
3.4212634 0.012426332 0.000257360
3.4219393 0.013125624 0.000119093
3.4226151 0.013542358 0.000187862
3.4232910 0.014098233 0.000194184
3.4239668 0.014098233 0.000210658
3.4246426 0.014003359 0.000186550
3.4253184 0.014127178 0.000286223
3.4259942 0.014252574 0.000244550
3.4266700 0.014402862 0.000102650
3.4273458 0.014564999 0.000187562
3.4280216 0.014858433 0.000316465
3.4286974 0.014858433 0.000242030
3.4293732 0.014858433 0.000023028
3.4300490 0.014858433 0.000017344
3.4307247 0.014421193 0.000021572
3.4314005 0.013804126 0.000279553
3.4320763 0.013804126 0.000344416
3.4327520 0.013804126 0.000250710
3.4334278 0.014203740 0.000179609
3.4341035 0.014353294 0.000253052
3.4347793 0.014502848 0.000319251
3.4354550 0.014502848 0.000291902
3.4361308 0.014692841 0.000267196
3.4368065 0.014692841 0.000250621
3.4374822 0.014692841 0.000185915
3.4381579 0.014692841 0.000237627
3.4388336 0.014735701 0.000219092
3.4395094 0.014735701 0.000212327
3.4401851 0.014735701 0.000193159
3.4408608 0.014735701 0.000200172
3.4415365 0.014684807 0.000303385
3.4422121 0.013762782 0.000267925
3.4428878 0.013762782 0.000162962
3.4435635 0.014684807 0.000236596
3.4442392 0.014929365 0.000157048
3.4449148 0.015056232 0.000327219
3.4455905 0.015451061 0.000161150
3.4462662 0.015451061 0.000271907
3.4469418 0.015451061 0.000302711
3.4476175 0.015451061 0.000251816
3.4482931 0.015263080 0.000267317
3.4489687 0.015263080 0.000296334
3.4496444 0.015148915 0.000262618
3.4503200 0.014225724 0.000287399
3.4509956 0.013775513 0.000231723
3.4516712 0.012725773 0.000285209
3.4523469 0.012725773 0.000258200
3.4530225 0.012725773 0.000263112
3.4536981 0.014115908 0.000245432
3.4543737 0.014991855 0.000223570
3.4550493 0.015685659 0.000294882
3.4557248 0.015999558 0.000275551
3.4564004 0.015685659 0.000333726
3.4570760 0.015397216 0.000236587
3.4577516 0.015685659 0.000215945
3.4584271 0.015963150 0.000203607
3.4591027 0.015963150 0.000208408
3.4597783 0.016156038 0.000238394
3.4604538 0.016366750 0.000284214
3.4611294 0.016366750 0.000317519
3.4618049 0.016156038 0.000265728
3.4624804 0.016156038 0.000251768
3.4631560 0.016247036 0.000242866
3.4638315 0.016247036 0.000259467
3.4645070 0.016247036 0.000192716
3.4651825 0.016247036 0.000268634
3.4658580 0.016247036 0.000248689
3.4665336 0.015585407 0.000104990
3.4672091 0.015585407 0.000143428
3.4678846 0.015884876 0.000180027
3.4685600 0.016355229 0.000184432
3.4692355 0.016715856 0.000063888
3.4699110 0.016715856 0.000041989
3.4705865 0.016715856 0.000041932
3.4712620 0.016715856 0.000189367
3.4719374 0.016943448 0.000261221
3.4726129 0.016943448 0.000249133
3.4732883 0.016995842 0.000246800
3.4739638 0.016995842 0.000271437
3.4746392 0.016995842 0.000327722
3.4753147 0.016689188 0.000248009
3.4759901 0.016689188 0.000163117
3.4766655 0.016689188 0.000045387
3.4773410 0.016689188 0.000019909
3.4780164 0.017250927 0.000080668
3.4786918 0.017749653 0.000221178
3.4793672 0.017749653 0.000279672
3.4800426 0.016821325 0.000232142
3.4807180 0.016935328 0.000241146
3.4813934 0.016935328 0.000252657
3.4820688 0.016935328 0.000215069
3.4827442 0.017691561 0.000213232
3.4834196 0.017691561 0.000272062
3.4840949 0.018294968 0.000262037
3.4847703 0.018022752 0.000149118
3.4854457 0.017691561 0.000265459
3.4861210 0.017996618 0.000052698
3.4867964 0.017996618 0.000045514
3.4874717 0.017316322 0.000237998
3.4881471 0.017316322 0.000247868
3.4888224 0.017996618 0.000155772
3.4894978 0.016729194 0.000134320
3.4901731 0.018405157 0.000182183
3.4908484 0.018409636 0.000290801
3.4915237 0.018515563 0.000256271
3.4921990 0.018409636 0.000265849
3.4928744 0.018515563 0.000052699
3.4935497 0.018515563 0.000023284
3.4942250 0.018861027 0.000138905
3.4949003 0.018861027 0.000189404
3.4955755 0.019415686 0.000279156
3.4962508 0.019482172 0.000230785
3.4969261 0.019482172 0.000269032
3.4976014 0.019482172 0.000267741
3.4982766 0.018592584 0.000243810
3.4989519 0.018592584 0.000225801
3.4996272 0.018592584 0.000140605
3.5003024 0.018849440 0.000230238
3.5009777 0.019106296 0.000163588
3.5016529 0.020019253 0.000015235
3.5023282 0.020048574 0.000161417
3.5030034 0.020048574 0.000019183
3.5036786 0.020048574 0.000260142
3.5043538 0.019138355 0.000139680
3.5050291 0.019138355 0.000167169
3.5057043 0.019138355 0.000072338
3.5063795 0.019301105 0.000023115
3.5070547 0.020151143 0.000140236
3.5077299 0.020151143 0.000256460
3.5084051 0.020151143 0.000242279
3.5090803 0.020268913 0.000279336
3.5097554 0.020268913 0.000287805
3.5104306 0.020131150 0.000240981
3.5111058 0.020131150 0.000187258
3.5117810 0.020131150 0.000178058
3.5124561 0.020131150 0.000206462
3.5131313 0.020344744 0.000170836
3.5138064 0.020344744 0.000189498
3.5144816 0.020436441 0.000246668
3.5151567 0.020586874 0.000270820
3.5158319 0.020586874 0.000171601
3.5165070 0.020738888 0.000221925
3.5171821 0.020738888 0.000274898
3.5178572 0.020616674 0.000192439
3.5185324 0.020595916 0.000052690
3.5192075 0.020595916 0.000166965
3.5198826 0.020484588 0.000261818
3.5205577 0.020484588 0.000300007
3.5212328 0.020595916 0.000308082
3.5219079 0.020484588 0.000207682
3.5225830 0.020742089 0.000224382
3.5232580 0.021013713 0.000194607
3.5239331 0.020742089 0.000158590
3.5246082 0.021013713 0.000224921
3.5252832 0.021059258 0.000242192
3.5259583 0.021059258 0.000238033
3.5266334 0.020401920 0.000179439
3.5273084 0.020426991 0.000131624
3.5279835 0.020401920 0.000261632
3.5286585 0.020401920 0.000213302
3.5293335 0.020426991 0.000271979
3.5300086 0.021530540 0.000254647
3.5306836 0.021530540 0.000310468
3.5313586 0.021530540 0.000266596
3.5320336 0.021504288 0.000152052
3.5327086 0.021504288 0.000284055
3.5333836 0.021504288 0.000224480
3.5340586 0.021778446 0.000245872
3.5347336 0.022161497 0.000211044
3.5354086 0.022161497 0.000252540
3.5360836 0.022161497 0.000285896
3.5367586 0.021990600 0.000251224
3.5374336 0.021517322 0.000194127
3.5381085 0.021517322 0.000300632
3.5387835 0.021990600 0.000303740
3.5394585 0.022318571 0.000260661
3.5401334 0.022852360 0.000186605
3.5408084 0.022852360 0.000187622
3.5414833 0.022852360 0.000222181
3.5421583 0.023115103 0.000150208
3.5428332 0.023115103 0.000385305
3.5435081 0.022145058 0.000284901
3.5441831 0.022145058 0.000245406
3.5448580 0.021412747 0.000237192
3.5455329 0.019141125 0.000213013
3.5462078 0.019141125 0.000239636
3.5468827 0.019141125 0.000338236
3.5475576 0.019479286 0.000330565
3.5482325 0.023025075 0.000310634
3.5489074 0.023209668 0.000311176
3.5495823 0.023741943 0.000287472
3.5502571 0.023741943 0.000253137
3.5509320 0.023869892 0.000198109
3.5516069 0.024573889 0.000220592
3.5522818 0.024573889 0.000208935
3.5529566 0.024573889 0.000140009
3.5536315 0.024277139 0.000296244
3.5543063 0.025446047 0.000240193
3.5549812 0.024277139 0.000300260
3.5556560 0.025728258 0.000281722
3.5563308 0.025728258 0.000257729
3.5570057 0.025728258 0.000282896
3.5576805 0.025332154 0.000276813
3.5583553 0.025332154 0.000277319
3.5590301 0.025210410 0.000326884
3.5597049 0.025210410 0.000313867
3.5603797 0.025210410 0.000271271
3.5610545 0.025445116 0.000213945
3.5617293 0.025629620 0.000223759
3.5624041 0.026196118 0.000188711
3.5630789 0.025674522 0.000243923
3.5637537 0.026542628 0.000201670
3.5644284 0.026747423 0.000159747
3.5651032 0.026747423 0.000189146
3.5657780 0.026747423 0.000233203
3.5664527 0.026747423 0.000262380
3.5671275 0.026735939 0.000220397
3.5678022 0.026732869 0.000248080
3.5684770 0.026253404 0.000253544
3.5691517 0.026012858 0.000256144
3.5698264 0.025663173 0.000255794
3.5705012 0.025663173 0.000233033
3.5711759 0.025663173 0.000276036
3.5718506 0.025786874 0.000272713
3.5725253 0.026243111 0.000216512
3.5732000 0.027336881 0.000296516
3.5738747 0.027336881 0.000231125
3.5745494 0.026979814 0.000088330
3.5752241 0.026979814 0.000125233
3.5758988 0.026881655 0.000131095
3.5765735 0.026836980 0.000240948
3.5772482 0.026836980 0.000256009
3.5779228 0.026881655 0.000244276
3.5785975 0.027472752 0.000257235
3.5792722 0.027996782 0.000226076
3.5799468 0.028535488 0.000249874
3.5806215 0.028883481 0.000252144
3.5812961 0.028535488 0.000195543
3.5819708 0.028883481 0.000138528
3.5826454 0.028962453 0.000217620
3.5833200 0.028981822 0.000094545
3.5839947 0.029434251 0.000203732
3.5846693 0.029688674 0.000222235
3.5853439 0.029688674 0.000295010
3.5860185 0.030204216 0.000336704
3.5866931 0.029688674 0.000276011
3.5873677 0.029350403 0.000286918
3.5880423 0.028833171 0.000226624
3.5887169 0.028833171 0.000268696
3.5893915 0.028833171 0.000261985
3.5900661 0.028833171 0.000275532
3.5907406 0.029323337 0.000217053
3.5914152 0.029387688 0.000218649
3.5920898 0.029648648 0.000291409
3.5927643 0.029648648 0.000306334
3.5934389 0.029691111 0.000352792
3.5941134 0.030738936 0.000274244
3.5947880 0.031309022 0.000229358
3.5954625 0.031451453 0.000102401
3.5961371 0.031451453 0.000129224
3.5968116 0.031451453 0.000223265
3.5974861 0.030244113 0.000192278
3.5981606 0.030244113 0.000268774
3.5988352 0.030244113 0.000251000
3.5995097 0.031016661 0.000176820
3.6001842 0.031052237 0.000286599
3.6008587 0.031055622 0.000353328
3.6015332 0.031055622 0.000293723
3.6022077 0.031016661 0.000309452
3.6028821 0.030520923 0.000294218
3.6035566 0.030520923 0.000291023
3.6042311 0.030520923 0.000281291
3.6049056 0.030384821 0.000267692
3.6055800 0.030384821 0.000242560
3.6062545 0.027867429 0.000288687
3.6069289 0.027867429 0.000364195
3.6076034 0.027867429 0.000237772
3.6082778 0.032430385 0.000245214
3.6089523 0.032570260 0.000222234
3.6096267 0.032799984 0.000193103
3.6103011 0.032799984 0.000174875
3.6109756 0.032799984 0.000229417
3.6116500 0.032799984 0.000274251
3.6123244 0.032187037 0.000256283
3.6129988 0.031411557 0.000277225
3.6136732 0.031411557 0.000283593
3.6143476 0.032127740 0.000289960
3.6150220 0.032127740 0.000276106
3.6156964 0.032127740 0.000222539
3.6163708 0.032498166 0.000229314
3.6170452 0.032857430 0.000270234
3.6177195 0.033031182 0.000299949
3.6183939 0.033031182 0.000282495
3.6190683 0.033031182 0.000271113
3.6197426 0.033493901 0.000266288
3.6204170 0.033681260 0.000254218
3.6210913 0.033681260 0.000274420
3.6217657 0.033681260 0.000286215
3.6224400 0.034448945 0.000364610
3.6231143 0.034530890 0.000308392
3.6237887 0.034589107 0.000289803
3.6244630 0.034817650 0.000303562
3.6251373 0.034817650 0.000351669
3.6258116 0.034867390 0.000346816
3.6264859 0.034589107 0.000323474
3.6271602 0.031946701 0.000317739
3.6278345 0.031462437 0.000239515
3.6285088 0.031214584 0.000223861
3.6291831 0.030378018 0.000125350
3.6298574 0.030378018 0.000222795
3.6305317 0.030378018 0.000286889
3.6312059 0.034558198 0.000357223
3.6318802 0.035012348 0.000247388
3.6325545 0.035012348 0.000280755
3.6332287 0.034558198 0.000291980
3.6339030 0.034555429 0.000282026
3.6345772 0.034555429 0.000319204
3.6352515 0.033788732 0.000276102
3.6359257 0.033594009 0.000313899
3.6365999 0.033594009 0.000338140
3.6372742 0.033515028 0.000342867
3.6379484 0.033515028 0.000285459
3.6386226 0.033515028 0.000338785
3.6392968 0.034246352 0.000280122
3.6399710 0.034429728 0.000317727
3.6406452 0.034943021 0.000282782
3.6413194 0.035753597 0.000188380
3.6419936 0.035753597 0.000188660
3.6426678 0.036048859 0.000197727
3.6433420 0.036223335 0.000182279
3.6440161 0.036833081 0.000082421
3.6446903 0.036833081 0.000212010
3.6453645 0.036833081 0.000245745
3.6460386 0.036573424 0.000177550
3.6467128 0.036506135 0.000202994
3.6473870 0.036506135 0.000266044
3.6480611 0.036573424 0.000310214
3.6487352 0.036506135 0.000164425
3.6494094 0.036031648 0.000167337
3.6500835 0.036644346 0.000165759
3.6507576 0.036378293 0.000284296
3.6514318 0.036031648 0.000315789
3.6521059 0.036378293 0.000302815
3.6527800 0.036378293 0.000288865
3.6534541 0.036304190 0.000194007
3.6541282 0.036177503 0.000195108
3.6548023 0.036304190 0.000172304
3.6554764 0.036264722 0.000268602
3.6561505 0.036304190 0.000272711
3.6568245 0.037092807 0.000192573
3.6574986 0.037092807 0.000224710
3.6581727 0.037515467 0.000241333
3.6588467 0.037711472 0.000240081
3.6595208 0.037515467 0.000322072
3.6601949 0.036281980 0.000294078
3.6608689 0.036281980 0.000187527
3.6615430 0.035589898 0.000201348
3.6622170 0.035589898 0.000200486
3.6628910 0.035589898 0.000263773
3.6635651 0.034323416 0.000216178
3.6642391 0.034323416 0.000225328
3.6649131 0.035713400 0.000253972
3.6655871 0.035713400 0.000183987
3.6662611 0.037382603 0.000211840
3.6669351 0.037730355 0.000321478
3.6676091 0.037794492 0.000316260
3.6682831 0.038895020 0.000379455
3.6689571 0.038895020 0.000333080
3.6696311 0.040616587 0.000222424
3.6703051 0.040616587 0.000275439
3.6709790 0.038882022 0.000251874
3.6716530 0.038178484 0.000334444
3.6723270 0.037822267 0.000232992
3.6730009 0.037822267 0.000246947
3.6736749 0.037822267 0.000276397
3.6743488 0.038257464 0.000248169
3.6750228 0.038772484 0.000283129
3.6756967 0.039535306 0.000149790
3.6763707 0.039535306 0.000168001
3.6770446 0.039535306 0.000020805
3.6777185 0.039535306 0.000280856
3.6783924 0.039159836 0.000308606
3.6790663 0.039159836 0.000310741
3.6797402 0.039159836 0.000362805
3.6804142 0.039545634 0.000295954
3.6810881 0.039865670 0.000329343
3.6817619 0.039865670 0.000343522
3.6824358 0.039865670 0.000279716
3.6831097 0.039545634 0.000347471
3.6837836 0.039935968 0.000267474
3.6844575 0.039477803 0.000271113
3.6851313 0.039935968 0.000257352
3.6858052 0.039935968 0.000198523
3.6864791 0.041873153 0.000312597
3.6871529 0.041873153 0.000329139
3.6878268 0.041873153 0.000348007
3.6885006 0.040480372 0.000330600
3.6891744 0.039871115 0.000268389
3.6898483 0.039871115 0.000283668
3.6905221 0.040480372 0.000299758
3.6911959 0.040780737 0.000269237
3.6918697 0.040780737 0.000334860
3.6925435 0.040780737 0.000359911
3.6932174 0.040771952 0.000275353
3.6938912 0.040771952 0.000319415
3.6945649 0.040771952 0.000262933
3.6952387 0.041171359 0.000229288
3.6959125 0.041171359 0.000227225
3.6965863 0.041331156 0.000248024
3.6972601 0.041171359 0.000213553
3.6979339 0.037688169 0.000286094
3.6986076 0.037688169 0.000317319
3.6992814 0.040482391 0.000320067
3.6999551 0.040482391 0.000310781
3.7006289 0.040482391 0.000275854
3.7013026 0.041313136 0.000236762
3.7019764 0.040998186 0.000099124
3.7026501 0.041363571 0.000309460
3.7033238 0.040998186 0.000112825
3.7039976 0.041019277 0.000291052
3.7046713 0.040998186 0.000290332
3.7053450 0.040529828 0.000306270
3.7060187 0.040128721 0.000292481
3.7066924 0.040095986 0.000226906
3.7073661 0.040095986 0.000222879
3.7080398 0.040374805 0.000202787
3.7087135 0.040374805 0.000215189
3.7093872 0.040877484 0.000231039
3.7100609 0.041869900 0.000291373
3.7107346 0.042550923 0.000326874
3.7114082 0.042634869 0.000321304
3.7120819 0.043403333 0.000301354
3.7127556 0.043403333 0.000226845
3.7134292 0.043403333 0.000287471
3.7141029 0.043059126 0.000187296
3.7147765 0.043059126 0.000193405
3.7154501 0.043059126 0.000135672
3.7161238 0.043181273 0.000184365
3.7167974 0.043196310 0.000172556
3.7174710 0.043196310 0.000312090
3.7181447 0.043196310 0.000308584
3.7188183 0.043196310 0.000305764
3.7194919 0.042736487 0.000300886
3.7201655 0.042736487 0.000316111
3.7208391 0.043333745 0.000298209
3.7215127 0.043335951 0.000319406
3.7221863 0.043335951 0.000182767
3.7228599 0.043335951 0.000203888
3.7235334 0.043510537 0.000112659
3.7242070 0.043510537 0.000087564
3.7248806 0.043510537 0.000046550
3.7255541 0.043972373 0.000116491
3.7262277 0.043972373 0.000180870
3.7269013 0.044102254 0.000219927
3.7275748 0.043461137 0.000233458
3.7282483 0.044124009 0.000208787
3.7289219 0.044124009 0.000175389
3.7295954 0.044379390 0.000307578
3.7302689 0.044426604 0.000327942
3.7309425 0.044769556 0.000199098
3.7316160 0.044769556 0.000301824
3.7322895 0.044769556 0.000340476
3.7329630 0.044251370 0.000281107
3.7336365 0.044251370 0.000311640
3.7343100 0.044251370 0.000274212
3.7349835 0.043975216 0.000226015
3.7356570 0.044957363 0.000217553
3.7363305 0.045470403 0.000169760
3.7370040 0.045819951 0.000157929
3.7376774 0.045910822 0.000031282
3.7383509 0.046351241 0.000030852
3.7390244 0.048175723 0.000239708
3.7396978 0.048175723 0.000284206
3.7403713 0.048997715 0.000253776
3.7410447 0.051391823 0.000315787
3.7417182 0.051391823 0.000292006
3.7423916 0.050500963 0.000255882
3.7430650 0.050500963 0.000243408
3.7437385 0.049603988 0.000357320
3.7444119 0.049223377 0.000252150
3.7450853 0.048851407 0.000244987
3.7457587 0.047946753 0.000255816
3.7464321 0.047774216 0.000325880
3.7471055 0.047619960 0.000330848
3.7477789 0.047315576 0.000305545
3.7484523 0.046754007 0.000317629
3.7491257 0.046679721 0.000231544
3.7497991 0.046754007 0.000253194
3.7504725 0.046744112 0.000276570
3.7511458 0.046744112 0.000183906
3.7518192 0.046744112 0.000192956
3.7524926 0.046859492 0.000205967
3.7531659 0.046859492 0.000243490
3.7538393 0.046940987 0.000349136
3.7545126 0.046940987 0.000255663
3.7551860 0.046940987 0.000286941
3.7558593 0.047472122 0.000181134
3.7565326 0.047472122 0.000166500
3.7572060 0.046757420 0.000335723
3.7578793 0.046757420 0.000382939
3.7585526 0.047767125 0.000390913
3.7592259 0.047767125 0.000326083
3.7598992 0.045544917 0.000303816
3.7605725 0.045544917 0.000280811
3.7612458 0.045146544 0.000289634
3.7619191 0.045146544 0.000322526
3.7625924 0.044619872 0.000315230
3.7632657 0.045146544 0.000379290
3.7639389 0.046338062 0.000266886
3.7646122 0.046338062 0.000326514
3.7652855 0.045274851 0.000288251
3.7659587 0.045274851 0.000157117
3.7666320 0.045274446 0.000217776
3.7673052 0.045274446 0.000281450
3.7679785 0.045274446 0.000228448
3.7686517 0.045038844 0.000288748
3.7693250 0.046057621 0.000081159
3.7699982 0.046057621 0.000193087
3.7706714 0.046968909 0.000126767
3.7713446 0.046968909 0.000188100
3.7720179 0.047496162 0.000277335
3.7726911 0.047746677 0.000276858
3.7733643 0.047746677 0.000044182
3.7740375 0.047746677 0.000120786
3.7747107 0.047397807 0.000192695
3.7753839 0.047397807 0.000291616
3.7760570 0.047238757 0.000356162
3.7767302 0.047397807 0.000331973
3.7774034 0.047556856 0.000373330
3.7780766 0.047556856 0.000383193
3.7787497 0.047619475 0.000358125
3.7794229 0.047656124 0.000314412
3.7800960 0.047619475 0.000328953
3.7807692 0.047551817 0.000320632
3.7814423 0.046833889 0.000305146
3.7821155 0.046833889 0.000346847
3.7827886 0.046833889 0.000335376
3.7834617 0.046833889 0.000310651
3.7841349 0.046833889 0.000257001
3.7848080 0.047686577 0.000097169
3.7854811 0.047686577 0.000033473
3.7861542 0.047679788 0.000028447
3.7868273 0.047686577 0.000210157
3.7875004 0.048526527 0.000224751
3.7881735 0.049803061 0.000211840
3.7888466 0.048526527 0.000249936
3.7895197 0.048827542 0.000354180
3.7901928 0.049803061 0.000345158
3.7908658 0.051291090 0.000319890
3.7915389 0.051291090 0.000331091
3.7922120 0.051291090 0.000381493
3.7928850 0.052961999 0.000340737
3.7935581 0.052961999 0.000253923
3.7942311 0.051895917 0.000362550
3.7949042 0.048817181 0.000316218
3.7955772 0.048817181 0.000168449
3.7962502 0.048817181 0.000058664
3.7969233 0.048775731 0.000189734
3.7975963 0.048775731 0.000245449
3.7982693 0.048775731 0.000236218
3.7989423 0.048422075 0.000240385
3.7996153 0.045919729 0.000177152
3.8002883 0.045919729 0.000206395
