# wavenumber_(/cm) absorbance absorbance_unc
3466.0967387 0.9886275 0.0984769
3465.2802311 1.2153465 0.1665628
3464.4641082 1.2588510 0.1520667
3463.6482496 1.2483801 0.1384418
3462.8328951 1.2628675 0.0985600
3462.0179244 1.2790081 0.1144398
3461.2033372 1.2779923 0.1158220
3460.3891332 1.2864858 0.1500397
3459.5751925 1.3419271 0.1588551
3458.7617543 1.3572463 0.1487040
3457.9488181 1.3322233 0.1412127
3457.1361444 1.2915566 0.1386769
3456.3238526 1.3319599 0.1496226
3455.5119424 1.3447382 0.1520997
3454.7004136 1.3675506 0.1655466
3453.8893851 1.3490246 0.1660039
3453.0786181 1.3468923 0.1677096
3452.2682317 1.2840792 0.1100767
3451.4583447 1.1732320 0.1157059
3450.6487185 1.1315475 0.1231701
3449.8395911 1.1320440 0.1020349
3449.0307241 1.1259847 0.0967725
3448.2223552 1.2215919 0.1284305
3447.4143651 1.2944595 0.1551190
3446.6066348 1.3248416 0.1498680
3445.7994017 1.2938996 0.1478054
3444.9925466 1.3978148 0.1388302
3444.1860693 1.4227364 0.1355302
3443.3799694 1.4925919 0.2008673
3442.5742469 1.4683746 0.2191366
3441.7689013 1.4197916 0.1787775
3440.9639324 1.4250375 0.1717161
3440.1593399 1.4313395 0.1812471
3439.3552420 1.4348673 0.2230225
3438.5514016 1.4557477 0.2360256
3437.7479368 1.4861838 0.2111036
3436.9449656 1.4534202 0.2308681
3436.1422513 1.4797544 0.1796420
3435.3399119 1.4074255 0.1618395
3434.5380651 1.4224568 0.0956937
3433.7364746 1.4937954 0.1772394
3432.9353760 1.5221685 0.1076625
3432.1346512 1.5551647 0.1567946
3431.3341820 1.5999003 0.2208019
3430.5342038 1.6119144 0.2185786
3429.7345986 1.5798143 0.2073130
3428.9353660 1.5733862 0.1372532
3428.1365058 1.7178064 0.2701678
3427.3380178 1.8159787 0.5484157
3426.5399016 1.8984971 0.3608877
3425.7421571 1.8987129 0.3608877
3424.9447839 1.8771113 0.3608877
3424.1477818 1.8556389 0.3608877
3423.3511506 1.5546788 0.0734150
3422.5550071 1.5195509 0.0833368
3421.7591168 1.5275646 0.1194855
3420.9635965 1.5185817 0.1549218
3420.1685630 1.8919113 0.3608877
3419.3737820 1.9061600 0.3608877
3418.5794872 2.1099149 0.3608877
3417.7854446 1.8915429 0.3608877
3416.9918874 1.7130727 0.2248481
3416.1986987 1.5803502 0.1636588
3415.4057615 1.5911896 0.2044634
3414.6133089 1.5892532 0.1765625
3413.8212239 1.7551791 0.2574078
3413.0295064 1.8097858 0.2877595
3412.2381559 1.7803353 0.2597337
3411.4471724 1.7502687 0.2770631
3410.6565555 1.6922641 0.2038432
3409.8663049 1.7407887 0.3076854
3409.0764205 1.6456494 0.2312637
3408.2869020 1.6406059 0.2380493
3407.4978651 1.7063308 0.4075836
3406.7090775 1.6439192 0.3895328
3405.9206549 1.6805402 0.3237012
3405.1327132 1.6556587 0.2347055
3404.3450200 1.8720997 0.3608877
3403.5576912 1.8457227 0.7206482
3402.7708423 1.8793151 0.3608877
3401.9843571 1.8745565 0.3608877
3401.1981197 1.8643726 0.3608877
3400.4123612 1.6423299 0.2785133
3399.6269657 1.6419505 0.3238994
3398.8418175 1.6673881 0.2865739
3398.0571472 1.7979268 0.4453810
3397.2728392 1.7778974 0.4726730
3396.4888932 1.9914773 0.3608877
3395.7053089 2.0134669 0.3608877
3394.9220860 2.0075970 0.3608877
3394.1392244 2.0124830 0.3608877
3393.3567237 1.9937248 0.3608877
3392.5746989 2.0177679 0.3608877
3391.7929194 2.1065415 0.3608877
3391.0115001 2.0535425 0.3608877
3390.2304407 1.9495740 0.6211438
3389.4498560 1.9614432 0.3608877
3388.6695158 1.9802477 0.6453521
3387.8896497 1.8423739 0.4114957
3387.1100276 1.8171611 0.3832395
3386.3308790 1.9021677 0.6193527
3385.5520888 1.8471931 0.5292081
3384.7735421 1.8259023 0.5801124
3383.9954679 1.7736584 0.3539011
3383.2177513 1.7785236 0.1658749
3382.4403922 1.7971086 0.2336960
3381.6633902 1.9574622 0.3801173
3380.8867451 1.9910562 0.3717550
3380.1104566 1.9858822 0.0482483
3379.3345245 2.1597262 0.3608877
3378.5589487 2.1463525 0.3608877
3377.7837287 2.1657041 0.3608877
3377.0088644 2.1732307 0.3622695
3376.2343555 2.1535632 0.3608877
3375.4603157 2.0197238 0.3608877
3374.6865169 2.0458842 0.3608877
3373.9130728 1.8500564 0.2662246
3373.1400969 1.8492763 0.2268650
3372.3673614 1.8773676 0.2496351
3371.5950935 2.0700425 0.3608877
3370.8231793 1.8643496 0.2336463
3370.0515048 1.8350375 0.7659392
3369.2802971 2.0012526 0.3608877
3368.5094423 2.0293491 0.3608877
3367.7389402 2.0313826 0.3608877
3366.9686770 2.2916892 0.3608877
3366.1988795 2.3734339 0.3608877
3365.4294338 2.3096700 0.3608877
3364.6603399 2.1065385 0.3608877
3363.8915974 2.0927699 0.3608877
3363.1232061 2.0226784 0.3608877
3362.3552788 2.0731845 0.3608877
3361.5875891 2.0414014 0.3608877
3360.8202499 2.1113596 0.3608877
3360.0532609 2.2098108 0.3608877
3359.2867347 2.2860306 0.3608877
3358.5204455 2.1081013 0.4430652
3357.7546184 2.1881762 0.3608877
3356.9890279 2.1318699 0.3608877
3356.2238991 2.2197321 0.3622695
3355.4590063 2.3112312 0.3608877
3349.3531779 1.9520258 0.3608877
3348.5915255 1.9343364 0.3608877
3347.8302193 1.9022619 0.6605237
3347.0693713 1.8686369 0.6067491
3346.3087571 2.1154950 0.3608877
3345.5484885 2.1787690 0.3608877
3344.7885652 2.1522871 0.3608877
3344.0290989 2.3477211 0.3608877
3341.7525447 2.0759088 0.3608877
3340.9944564 2.0781043 0.3608877
3340.2367119 1.9388197 0.3608877
3339.4791995 1.9167979 0.3608877
3338.7221422 1.9587833 0.3608877
3337.9654280 2.2530814 0.3608877
3337.2090567 1.9749868 0.3608877
3336.4529168 2.0752676 0.9701105
3335.6972308 2.1152448 1.3856134
3334.9418870 1.9056271 0.3862684
3334.1868852 2.0532715 0.8326687
3333.4322252 1.9873438 0.3608877
3332.6780177 2.2420164 0.3608877
3328.9116510 2.1437741 0.3608877
3328.1594875 2.2618663 0.8253684
3327.4075532 2.4266168 0.3608877
3326.6560693 2.3350106 0.3608877
3324.4035422 2.2597615 0.3608877
3323.6533039 2.2165686 0.3608877
3322.9035145 2.1631348 0.5837425
3322.1540634 2.1694961 0.3608877
3321.4049503 1.8416676 0.2267274
3320.6561749 1.8348406 0.2137713
3319.9077371 1.8888562 0.3575503
3319.1596366 1.9090151 0.3653977
3318.4118731 2.0538775 0.4112322
3317.6644465 2.0995845 0.4202334
3316.9173565 2.0861700 0.3608877
3316.1707129 2.0659166 0.3608877
3315.4242954 2.1070132 0.7722431
3314.6782139 2.1008469 0.3608877
3313.9325778 2.0858581 0.3608877
3313.1871674 2.0570586 0.8738715
3312.4422020 2.0746153 0.3608877
3311.6974619 2.1204283 0.4933067
3310.9531661 2.1174710 0.0177335
3310.2090953 1.9009325 0.3588668
3309.4654684 2.1218916 0.1625760
3308.7221755 2.0821142 0.3608877
3307.9792164 2.1368755 0.3608877
3307.2364815 2.0688626 0.0808661
3306.4941893 2.0659346 0.0371256
3305.7522304 1.7523950 0.0102031
3305.0106043 1.7603200 0.1684798
3304.2693109 1.9660238 0.7433566
3303.5284591 1.8980886 0.2602754
3302.7878304 1.9932845 0.4574442
3302.0475336 1.9964093 0.5069476
3301.3075687 2.3153693 0.6152120
3300.5680443 2.2582460 0.3608877
3299.8287422 2.6013264 0.3608877
3299.0897712 2.2598405 0.3608877
3298.3512400 2.2618534 0.3608877
3297.6129305 2.2996722 0.1062997
3296.8750603 2.2084643 0.3608877
3296.1374115 2.1388392 0.3608877
3295.4002013 2.1080559 0.3608877
3294.6633208 2.1028177 0.3608877
3293.9267698 2.1266428 0.3608877
3293.1904396 2.1305328 0.3608877
3292.4545469 2.1744144 0.8087811
3291.7189831 2.2693509 0.3608877
3288.0461963 2.1550589 0.3608877
3287.3126006 2.0964977 0.3608877
3286.5793322 2.2841638 0.3608877
3285.8463908 2.2973989 0.3608877
3285.1138842 2.3280481 0.3608877
3284.3815963 2.4185543 0.3608877
3283.6497425 2.3586940 0.3608877
3282.9181071 2.3958034 0.3608877
3282.1869054 2.2485709 0.3608877
3281.4559216 2.2199569 0.3608877
3280.7253710 2.0930591 0.3608877
3279.9951456 2.0386712 0.4714800
3279.2652452 2.1911655 0.4740537
3278.5355621 1.9902515 0.2037143
3277.8063111 2.0036669 0.4351034
3277.0773844 2.0923384 0.3608877
3276.3487819 2.1780482 0.3608877
3275.6205032 2.0190037 0.3608877
3274.8925483 2.1349505 0.3736338
3274.1650241 2.1182069 0.3608877
3273.4377158 2.2443949 0.3608877
3272.7107307 2.6586437 0.3608877
3271.9840683 2.3122343 0.3608877
3271.2578356 2.2805708 0.3608877
3270.5318182 2.3950705 0.3608877
3269.8061231 2.2314737 0.3608877
3269.0808567 2.1069867 0.3608877
3268.3558052 2.2003502 1.6884552
3267.6311821 1.7722184 0.2439807
3266.9068802 2.0572439 0.3608877
3266.1827926 2.0259325 0.3608877
3265.4591325 2.0418520 0.3608877
3264.7357931 2.2394242 0.3608877
3260.4024771 2.5751289 0.3622695
3259.6813759 2.1432256 0.3608877
3258.9605936 2.4316514 0.3608877
3258.2401300 2.4085632 0.3608877
3257.5200910 2.3471350 0.3608877
3256.8002641 2.0894293 0.3608877
3256.0807552 2.1934127 0.3608877
3255.3616702 2.0949410 0.3488949
3254.6427968 2.0914326 0.1143746
3253.9243466 1.9471950 0.5108876
3253.2061078 1.9083482 0.3113827
3252.4882918 1.7474848 0.2325642
3251.7707924 1.9358384 0.3058713
3251.0536096 1.8589168 0.2346583
3250.3366374 1.9258937 0.5133388
3249.6200869 1.9705296 0.4355814
3248.9038523 1.9560271 0.5416431
3248.1879334 1.8817368 0.3387777
3247.4723299 1.9694623 0.3237267
3246.7570417 1.9537328 0.4931320
3246.0420684 2.1289367 0.3622695
3245.3274100 2.2285888 0.3608877
3244.6131715 2.2186807 0.3608877
3243.8991421 2.2127504 0.3608877
3243.1854269 2.2719401 0.3608877
3242.4721308 2.2446639 0.3608877
3241.7590433 2.1805924 0.3622695
3241.0462694 2.1721946 0.3608877
3240.3339138 2.0808812 0.3608877
3239.6218713 2.0016336 0.5843448
3238.9100368 1.8022284 0.3467291
3238.1986199 1.8012807 0.2454204
3237.4875154 2.0063009 0.2121613
3236.7766185 2.2431580 0.3947587
3236.0661383 2.2152308 0.5349448
3235.3559700 2.1884606 0.3608877
3234.6461134 2.1473700 0.3608877
3233.9365681 2.1797556 0.3608877
3233.2273341 2.3240113 0.3608877
3232.5184111 2.1494330 0.3608877
3231.8097989 2.4643492 0.3608877
3231.1014974 2.3488022 0.3608877
3230.3935062 2.1629560 0.3608877
3229.6859295 1.8929335 0.3391600
3228.9785585 1.8921884 0.2890559
3228.2714972 1.9235423 0.1608043
3227.5648498 2.0338236 0.2317205
3226.8584075 1.9988321 0.2889788
3226.1523784 2.1611228 0.2730476
3225.4465542 2.1141390 0.3608877
3224.7411428 2.1477640 0.3608877
3224.0360398 2.1305937 0.3622695
3223.3311413 2.1532244 0.3608877
3222.6266547 2.2874661 0.3608877
3221.9224760 2.3011658 0.3608877
3221.2186050 2.3043861 0.3608877
3220.5150415 2.4047653 0.3608877
3219.8117853 2.2044840 0.3608877
3219.1088361 2.1915019 0.3608877
3218.4061938 2.1384651 0.3608877
3217.7038581 1.9643930 0.7951625
3217.0018289 1.9720517 0.5085138
3216.3002095 1.8491183 0.3239138
3215.5987926 1.7792542 0.2383536
3214.8976815 1.7234882 0.2670439
3214.1969795 1.8325125 0.3964355
3213.4964796 2.0850919 0.3608877
3212.7962849 2.0772418 0.3608877
3212.0964984 2.1287739 0.3608877
3211.3970168 2.2055496 0.3608877
3210.6977366 2.2477903 0.3608877
3209.9988640 2.1406169 0.3608877
3209.3002955 2.1387658 0.3608877
3208.6019281 2.0285036 0.7127629
3207.9039674 2.0472171 0.3402272
3207.2063103 1.9139108 0.1604487
3206.5089567 2.0428248 0.0833331
3205.8119062 2.0372769 0.0288111
3205.1151587 1.9147456 0.3700762
3204.4187140 1.9067469 0.4046040
3203.7225718 1.9555352 0.4526716
3203.0268347 1.8933816 0.4052459
3202.3312972 1.8402452 0.3445069
3201.6360616 1.8553745 0.3158126
3200.9411279 1.6799368 0.1813224
3200.2465982 1.8415819 0.3103224
3199.5522675 1.9260320 0.4029327
3198.8583403 1.8958624 0.3102514
3198.1646117 1.9020793 0.3726065
3197.4712862 1.9087379 0.3449001
3196.7782613 1.8893344 0.3913460
3196.0854346 1.8920095 0.3040924
3195.3930102 1.9252492 0.2358964
3194.7008857 1.9090244 0.2163038
3194.0090611 1.9184221 0.2919092
3193.3175360 1.9303699 0.1068440
3192.6262083 1.9185192 0.0364042
3191.9353837 1.9126906 0.2502185
3191.2447562 1.9580581 0.2859631
3190.5544274 2.1703299 0.3608877
3189.8643973 2.1523845 0.3608877
3189.1746655 1.9743279 0.4283615
3188.4852320 2.0133378 0.4770008
3187.7961981 2.1169897 0.3608877
3187.1073603 2.0120775 0.1659258
3186.4188202 2.1535767 0.8237897
3185.7306790 2.1362981 0.3688482
3185.0427336 1.7161439 0.1529928
3184.3551865 1.7301893 0.1940080
3183.6678349 1.8290889 0.3075054
3182.9808813 1.8540346 0.3308455
3182.2942241 2.0292474 0.4932449
3181.6078631 2.0407060 0.2846835
3180.9216969 2.0162106 0.1570620
3180.2359277 2.0374050 0.2319366
3179.5504542 1.8846244 0.1377853
3178.8652761 1.8718530 0.1285641
3178.1803932 1.8607231 0.1395445
3177.4958054 1.8656873 0.2586767
3176.8115124 1.8641052 0.1811521
3176.1276150 1.7626245 0.7070757
3175.4439112 1.8923877 0.1903637
3174.7605016 1.8537257 0.2048777
3174.0773862 1.8441955 0.2258023
3173.3946653 1.7793286 0.1775254
3172.7121374 1.7726864 0.2212530
3172.0300037 1.7677401 0.2080862
3171.3480627 1.7148884 0.2152010
3170.6665153 1.7591979 0.1848557
3169.9851603 1.7742024 0.1527881
3169.3041986 1.7640171 0.2115739
3168.6235293 1.7676913 0.2326486
3167.9430520 1.8788998 0.1980575
3167.2629673 2.1393583 0.4980869
3166.5831744 1.8643543 0.1723124
3165.9036733 1.7864551 0.1582498
3165.2244638 1.8036603 0.1115451
3164.5455456 1.7079116 0.0858278
3163.8669186 1.7254899 0.0717989
3163.1885827 1.7598952 0.1309729
3162.5105375 1.7733531 0.1976603
3161.8328829 1.8509997 0.0263318
3161.1554187 1.8565551 0.3483412
3160.4782448 1.8376762 0.2355221
3159.8014608 1.7338656 0.1559990
3159.1248668 1.6385325 0.1165732
3158.4486622 1.6317753 0.1300807
3157.7726474 1.6213548 0.1429646
3157.0970215 1.6394222 0.1518343
3156.4215851 1.7910912 0.1857091
3155.7465371 1.7973646 0.1364105
3155.0717779 1.6806222 0.0898248
3154.3973071 1.6794769 0.1172973
3153.7230252 1.7861394 0.1339243
3153.0491309 1.9502487 0.2119051
3152.3755246 1.9469542 0.0704857
3151.7022060 1.9662131 0.3134603
3151.0291750 1.8286261 0.1614283
3150.3564313 1.6175866 0.1183607
3149.6839749 1.4816106 0.0651192
3149.0119046 1.4707342 0.0705564
3148.3400220 1.4571560 0.1056452
3147.6684260 1.4740115 0.0660382
3146.9971165 1.5451153 0.1326766
3146.3261922 1.6374251 0.2334730
3145.6554550 1.6597922 0.1498309
3144.9851027 1.6489331 0.1496500
3144.3149371 1.6453354 0.1053088
3143.6451559 1.6402426 0.1607750
3142.9756600 1.6647676 0.1717566
3142.3063504 1.6751427 0.1682697
3141.6374246 1.5451269 0.1224794
3140.9687835 1.5736663 0.1190698
3140.3004269 1.5424992 0.1103221
3139.6323547 1.5432610 0.1171380
3138.9645667 1.5812850 0.1081970
3138.2970627 1.5831046 0.1030770
3137.6298426 1.5951591 0.0424008
3136.9629061 1.5894814 0.1058714
3136.2962530 1.5489698 0.0862726
3135.6298833 1.5481357 0.1032229
3134.9637967 1.5969114 0.0989724
3134.2980912 1.5476304 0.0704471
3133.6325702 1.6079769 0.1272858
3132.9673317 1.6323665 0.1459646
3132.3024738 1.5213525 0.0544363
3131.6377999 1.5312212 0.1176777
3130.9735061 1.4627747 0.0890834
3130.3093960 1.4657315 0.1051168
3129.6456656 1.5022614 0.0993986
3128.9822166 1.5170897 0.1008677
3128.3190488 1.4669072 0.0740981
3127.6560642 1.4978400 0.1087905
3126.9934583 1.5623739 0.1113725
3126.3311332 1.7538482 0.1868839
3125.6690885 1.7536094 0.1862990
3125.0073242 1.7509648 0.1786393
3124.3458401 1.5822846 0.0586289
3123.6846359 1.5673393 0.0882666
3123.0237116 1.4492254 0.0753655
3122.3631643 1.3956469 0.0623923
3121.7027990 1.4320391 0.0581220
3121.0427129 1.4027031 0.0559665
3120.3830033 1.3940328 0.0556286
3119.7234752 1.4036275 0.0329715
3119.0642258 1.4103896 0.0766721
3118.4053523 1.4125035 0.0761129
3117.7467570 1.4039130 0.0467625
3117.0883427 1.3995470 0.0639340
3116.4303036 1.3543353 0.0725641
3115.7725422 1.3464200 0.0568066
3115.1149614 1.3477899 0.0810907
3114.4577552 1.3383734 0.0877094
3113.8008261 1.3583190 0.0868421
3113.1441741 1.3595214 0.0829842
3112.4877990 1.3555542 0.0775504
3111.8317007 1.3360468 0.0790333
3111.1758789 1.3527164 0.0559973
3110.5203334 1.3453001 0.0454319
3109.8650642 1.3207880 0.0660300
3109.2101677 1.3191514 0.0784068
3108.5554502 1.2445338 0.0617747
3107.9010085 1.2450060 0.0651453
3107.2468423 1.2509030 0.0652004
3106.5930479 1.2452690 0.0655175
3105.9394321 1.2696837 0.0614354
3105.2861877 1.2708372 0.0585612
3104.6331216 1.2487424 0.0601911
3103.9804265 1.2488147 0.0549074
3103.3280059 1.2156996 0.0119060
3102.6758594 1.2177510 0.0267985
3102.0238907 1.2584756 0.0407961
3101.3722921 1.2543781 0.0405827
3100.7209672 1.2559392 0.0282244
3100.0699159 1.2651299 0.0785654
3099.4191379 1.2594809 0.1277853
3098.7686330 1.2407282 0.0647385
3098.1184012 1.2281863 0.0852284
3097.4684421 1.2090658 0.0626858
3096.8187558 1.2273542 0.0451979
3096.1694377 1.1969196 0.0623126
3095.5202961 1.2026004 0.0615300
3094.8714267 1.1577869 0.0469968
3094.2229249 1.1649962 0.0420296
3093.5745992 1.1427214 0.0485605
3092.9266407 1.1438102 0.0345677
3092.2788580 1.1705903 0.0211686
3091.6314422 1.1730079 0.0311700
3090.9842018 1.1718614 0.0135197
3090.3373279 1.1866711 0.0307035
3089.6907247 1.1788955 0.0392839
3089.0443921 1.1829070 0.0472297
3088.3982344 1.1767594 0.0346076
3087.7524423 1.1796494 0.0388310
3087.1069202 1.1713883 0.0348482
3086.4616680 1.1439585 0.0170817
3085.8166855 1.1468986 0.0188536
3085.1719724 1.1477983 0.0331761
3084.5275287 1.1343392 0.0236659
3083.8834493 1.1403969 0.0206758
3083.2395438 1.1407965 0.0271719
3082.5959070 1.1281057 0.0034904
3081.9526340 1.1258967 0.0034520
3081.3095344 1.0537241 0.0211094
3080.6667031 0.9914302 0.0160571
3080.0242349 0.9956728 0.0229822
3079.3819397 0.9907268 0.0220601
3078.7400072 1.0574596 0.0298007
3078.0983422 1.1402434 0.0233207
3077.4568500 1.1413722 0.0020431
3076.8157197 1.1415264 0.0077764
3076.1748565 1.1417474 0.0024595
3075.5342603 1.0564367 0.0016748
3074.8939308 1.0570158 0.0026208
