# wavelength_(/cm) continuum_(mJy)
3.5394585 0.045345165
3.5401334 0.045362230
3.5408084 0.045379285
3.5414833 0.045396328
3.5421583 0.045413363
3.5428332 0.045430386
3.5435081 0.045447400
3.5441831 0.045464404
3.5448580 0.045481397
3.5455329 0.045498381
3.5462078 0.045515355
3.5468827 0.045532318
3.5475576 0.045549271
3.5482325 0.045566214
3.5489074 0.045583147
3.5495823 0.045600071
3.5502571 0.045616984
3.5509320 0.045633887
3.5516069 0.045650780
3.5522818 0.045667662
3.5529566 0.045684535
3.5536315 0.045701398
3.5543063 0.045718250
3.5549812 0.045735093
3.5556560 0.045751926
3.5563308 0.045768748
3.5570057 0.045785561
3.5576805 0.045802363
3.5583553 0.045819156
3.5590301 0.045835938
3.5597049 0.045852711
3.5603797 0.045869473
3.5610545 0.045886226
3.5617293 0.045902968
3.5624041 0.045919700
3.5630789 0.045936423
3.5637537 0.045953135
3.5644284 0.045969838
3.5651032 0.045986530
3.5657780 0.046003211
3.5664527 0.046019885
3.5671275 0.046036546
3.5678022 0.046053200
3.5684770 0.046069841
3.5691517 0.046086473
3.5698264 0.046103096
3.5705012 0.046119708
3.5711759 0.046136311
3.5718506 0.046152903
3.5725253 0.046169486
3.5732000 0.046186058
3.5738747 0.046202621
3.5745494 0.046219173
3.5752241 0.046235716
3.5758988 0.046252248
3.5765735 0.046268771
3.5772482 0.046285284
3.5779228 0.046301786
3.5785975 0.046318279
3.5792722 0.046334762
3.5799468 0.046351234
3.5806215 0.046367697
3.5812961 0.046384151
3.5819708 0.046400594
3.5826454 0.046417027
3.5833200 0.046433450
3.5839947 0.046449863
3.5846693 0.046466266
3.5853439 0.046482660
3.5860185 0.046499043
3.5866931 0.046515417
3.5873677 0.046531781
3.5880423 0.046548134
3.5887169 0.046564478
3.5893915 0.046580812
3.5900661 0.046597136
3.5907406 0.046613449
3.5914152 0.046629754
3.5920898 0.046646049
3.5927643 0.046662333
3.5934389 0.046678608
3.5941134 0.046694872
3.5947880 0.046711127
3.5954625 0.046727372
3.5961371 0.046743606
3.5968116 0.046759831
3.5974861 0.046776047
3.5981606 0.046792252
3.5988352 0.046808448
3.5995097 0.046824632
3.6001842 0.046840808
3.6008587 0.046856974
3.6015332 0.046873130
3.6022077 0.046889276
3.6028821 0.046905412
3.6035566 0.046921538
3.6042311 0.046937654
3.6049056 0.046953762
3.6055800 0.046969858
3.6062545 0.046985945
3.6069289 0.047002023
3.6076034 0.047018090
3.6082778 0.047034148
3.6089523 0.047050195
3.6096267 0.047066233
3.6103011 0.047082260
3.6109756 0.047098279
3.6116500 0.047114287
3.6123244 0.047130285
3.6129988 0.047146274
3.6136732 0.047162253
3.6143476 0.047178222
3.6150220 0.047194181
3.6156964 0.047210130
3.6163708 0.047226070
3.6170452 0.047241999
3.6177195 0.047257919
3.6183939 0.047273830
3.6190683 0.047289730
3.6197426 0.047305620
3.6204170 0.047321501
3.6210913 0.047337372
3.6217657 0.047353234
3.6224400 0.047369085
3.6231143 0.047384926
3.6237887 0.047400758
3.6244630 0.047416581
3.6251373 0.047432393
3.6258116 0.047448196
3.6264859 0.047463988
3.6271602 0.047479771
3.6278345 0.047495544
3.6285088 0.047511307
3.6291831 0.047527062
3.6298574 0.047542805
3.6305317 0.047558540
3.6312059 0.047574264
3.6318802 0.047589979
3.6325545 0.047605684
3.6332287 0.047621380
3.6339030 0.047637064
3.6345772 0.047652740
3.6352515 0.047668406
3.6359257 0.047684062
3.6365999 0.047699710
3.6372742 0.047715346
3.6379484 0.047730973
3.6386226 0.047746591
3.6392968 0.047762198
3.6399710 0.047777797
3.6406452 0.047793384
3.6413194 0.047808963
3.6419936 0.047824532
3.6426678 0.047840091
3.6433420 0.047855640
3.6440161 0.047871180
3.6446903 0.047886711
3.6453645 0.047902231
3.6460386 0.047917741
3.6467128 0.047933242
3.6473870 0.047948733
3.6480611 0.047964215
3.6487352 0.047979687
3.6494094 0.047995148
3.6500835 0.048010602
3.6507576 0.048026045
3.6514318 0.048041478
3.6521059 0.048056901
3.6527800 0.048072314
3.6534541 0.048087719
3.6541282 0.048103113
3.6548023 0.048118498
3.6554764 0.048133874
3.6561505 0.048149239
3.6568245 0.048164595
3.6574986 0.048179941
3.6581727 0.048195278
3.6588467 0.048210604
3.6595208 0.048225922
3.6601949 0.048241229
3.6608689 0.048256528
3.6615430 0.048271815
3.6622170 0.048287094
3.6628910 0.048302365
3.6635651 0.048317623
3.6642391 0.048332874
3.6649131 0.048348114
3.6655871 0.048363344
3.6662611 0.048378565
3.6669351 0.048393776
3.6676091 0.048408978
3.6682831 0.048424171
3.6689571 0.048439353
3.6696311 0.048454526
3.6703051 0.048469689
3.6709790 0.048484844
3.6716530 0.048499987
3.6723270 0.048515122
3.6730009 0.048530248
3.6736749 0.048545362
3.6743488 0.048560468
3.6750228 0.048575564
3.6756967 0.048590652
3.6763707 0.048605728
3.6770446 0.048620795
3.6777185 0.048635854
3.6783924 0.048650902
3.6790663 0.048665940
3.6797402 0.048680971
3.6804142 0.048695990
3.6810881 0.048711000
3.6817619 0.048726000
3.6824358 0.048740992
3.6831097 0.048755974
3.6837836 0.048770945
3.6844575 0.048785907
3.6851313 0.048800860
3.6858052 0.048815803
3.6864791 0.048830737
3.6871529 0.048845661
3.6878268 0.048860576
3.6885006 0.048875482
3.6891744 0.048890376
3.6898483 0.048905262
3.6905221 0.048920140
3.6911959 0.048935006
3.6918697 0.048949865
3.6925435 0.048964712
3.6932174 0.048979551
3.6938912 0.048994380
3.6945649 0.049009199
3.6952387 0.049024009
3.6959125 0.049038809
3.6965863 0.049053600
3.6972601 0.049068381
3.6979339 0.049083153
3.6986076 0.049097916
3.6992814 0.049112669
3.6999551 0.049127413
3.7006289 0.049142147
3.7013026 0.049156872
3.7019764 0.049171586
3.7026501 0.049186292
3.7033238 0.049200988
3.7039976 0.049215674
3.7046713 0.049230352
3.7053450 0.049245019
3.7060187 0.049259678
3.7066924 0.049274325
3.7073661 0.049288966
3.7080398 0.049303595
3.7087135 0.049318216
3.7093872 0.049332827
3.7100609 0.049347428
3.7107346 0.049362020
3.7114082 0.049376603
3.7120819 0.049391176
3.7127556 0.049405740
3.7134292 0.049420294
3.7141029 0.049434839
3.7147765 0.049449373
3.7154501 0.049463899
3.7161238 0.049478417
3.7167974 0.049492924
3.7174710 0.049507422
3.7181447 0.049521909
3.7188183 0.049536388
3.7194919 0.049550858
3.7201655 0.049565318
3.7208391 0.049579769
3.7215127 0.049594209
3.7221863 0.049608642
3.7228599 0.049623064
3.7235334 0.049637477
3.7242070 0.049651880
3.7248806 0.049666275
3.7255541 0.049680659
3.7262277 0.049695035
3.7269013 0.049709401
3.7275748 0.049723757
3.7282483 0.049738105
3.7289219 0.049752442
3.7295954 0.049766771
3.7302689 0.049781090
3.7309425 0.049795400
3.7316160 0.049809700
3.7322895 0.049823992
3.7329630 0.049838274
3.7336365 0.049852546
3.7343100 0.049866809
3.7349835 0.049881062
3.7356570 0.049895306
3.7363305 0.049909541
3.7370040 0.049923767
3.7376774 0.049937983
3.7383509 0.049952190
3.7390244 0.049966388
3.7396978 0.049980575
3.7403713 0.049994754
3.7410447 0.050008924
3.7417182 0.050023085
3.7423916 0.050037235
3.7430650 0.050051377
3.7437385 0.050065508
3.7444119 0.050079632
3.7450853 0.050093745
3.7457587 0.050107849
3.7464321 0.050121945
3.7471055 0.050136030
3.7477789 0.050150106
3.7484523 0.050164173
3.7491257 0.050178231
3.7497991 0.050192280
3.7504725 0.050206318
3.7511458 0.050220349
3.7518192 0.050234369
3.7524926 0.050248381
3.7531659 0.050262382
3.7538393 0.050276376
3.7545126 0.050290359
3.7551860 0.050304332
3.7558593 0.050318298
3.7565326 0.050332252
3.7572060 0.050346200
3.7578793 0.050360136
3.7585526 0.050374063
3.7592259 0.050387982
3.7598992 0.050401891
3.7605725 0.050415791
3.7612458 0.050429681
3.7619191 0.050443563
3.7625924 0.050457436
3.7632657 0.050471298
3.7639389 0.050485153
3.7646122 0.050498997
3.7652855 0.050512832
3.7659587 0.050526658
3.7666320 0.050540475
3.7673052 0.050554282
3.7679785 0.050568080
3.7686517 0.050581869
3.7693250 0.050595649
3.7699982 0.050609419
3.7706714 0.050623181
3.7713446 0.050636933
3.7720179 0.050650676
3.7726911 0.050664410
3.7733643 0.050678135
3.7740375 0.050691850
3.7747107 0.050705556
3.7753839 0.050719253
3.7760570 0.050732940
3.7767302 0.050746619
3.7774034 0.050760288
3.7780766 0.050773948
3.7787497 0.050787599
3.7794229 0.050801240
3.7800960 0.050814873
3.7807692 0.050828497
3.7814423 0.050842111
3.7821155 0.050855716
3.7827886 0.050869312
3.7834617 0.050882898
3.7841349 0.050896475
3.7848080 0.050910044
3.7854811 0.050923603
3.7861542 0.050937153
3.7868273 0.050950693
3.7875004 0.050964225
3.7881735 0.050977747
3.7888466 0.050991261
3.7895197 0.051004764
3.7901928 0.051018260
3.7908658 0.051031745
3.7915389 0.051045222
3.7922120 0.051058690
3.7928850 0.051072149
3.7935581 0.051085597
3.7942311 0.051099038
3.7949042 0.051112468
3.7955772 0.051125891
3.7962502 0.051139303
3.7969233 0.051152707
3.7975963 0.051166102
3.7982693 0.051179486
3.7989423 0.051192862
3.7996153 0.051206230
3.8002883 0.051219589
3.8009613 0.051232937
3.8016343 0.051246276
3.8023073 0.051259608
3.8029803 0.051272930
3.8036533 0.051286241
3.8043262 0.051299545
3.8049992 0.051312839
3.8056722 0.051326125
3.8063451 0.051339401
3.8070181 0.051352668
3.8076910 0.051365926
3.8083640 0.051379175
3.8090369 0.051392415
3.8097098 0.051405645
3.8103828 0.051418867
3.8110557 0.051432080
3.8117286 0.051445283
3.8124015 0.051458478
3.8130744 0.051471662
3.8137473 0.051484840
3.8144202 0.051498007
3.9166927 0.053396455
3.9173641 0.053408251
3.9180357 0.053420044
3.9187074 0.053431827
3.9193788 0.053443599
3.9200504 0.053455365
3.9207220 0.053467122
3.9213934 0.053478868
3.9220648 0.053490604
3.9227362 0.053502333
3.9234078 0.053514056
3.9240794 0.053525772
3.9247508 0.053537474
3.9254222 0.053549168
3.9260938 0.053560857
3.9267654 0.053572539
3.9274368 0.053584206
3.9281082 0.053595866
3.9287796 0.053607518
3.9294512 0.053619164
3.9301226 0.053630798
3.9307942 0.053642427
3.9314656 0.053654044
3.9321370 0.053665653
3.9328084 0.053677254
3.9334798 0.053688845
3.9341512 0.053700427
3.9348226 0.053712001
3.9354939 0.053723567
3.9361653 0.053735125
3.9368367 0.053746673
3.9375081 0.053758214
3.9381795 0.053769747
3.9388509 0.053781270
3.9395223 0.053792784
3.9401937 0.053804290
3.9408650 0.053815789
3.9415364 0.053827278
3.9422076 0.053838755
3.9428790 0.053850227
3.9435503 0.053861691
3.9442215 0.053873142
3.9448929 0.053884589
3.9455640 0.053896024
3.9462354 0.053907454
3.9469066 0.053918871
3.9475780 0.053930284
3.9482493 0.053941689
3.9489205 0.053953080
3.9495919 0.053964468
3.9502630 0.053975844
3.9509344 0.053987214
3.9516056 0.053998571
3.9522769 0.054009926
3.9529481 0.054021268
3.9536192 0.054032601
3.9542906 0.054043928
3.9549618 0.054055244
3.9556329 0.054066551
3.9563043 0.054077854
3.9569755 0.054089146
3.9576464 0.054100423
3.9583175 0.054111698
3.9589889 0.054122967
3.9596601 0.054134224
3.9603312 0.054145471
3.9610023 0.054156712
3.9616735 0.054167943
3.9623446 0.054179166
3.9630158 0.054190381
3.9636869 0.054201588
3.9643581 0.054212786
3.9650292 0.054223976
3.9657004 0.054235156
3.9663715 0.054246329
3.9670427 0.054257494
3.9677138 0.054268650
3.9683847 0.054279793
3.9690559 0.054290932
3.9697270 0.054302063
3.9703979 0.054313181
3.9710689 0.054324291
3.9717400 0.054335397
3.9724112 0.054346494
3.9730821 0.054357579
3.9737532 0.054368659
3.9744244 0.054379730
3.9750953 0.054390791
3.9757662 0.054401842
3.9764373 0.054412888
3.9771085 0.054423927
3.9777794 0.054434953
3.9784503 0.054445972
3.9791214 0.054456985
3.9797924 0.054467986
3.9804633 0.054478978
3.9811344 0.054489967
3.9818053 0.054500943
3.9824760 0.054511907
3.9831471 0.054522870
3.9838181 0.054533821
3.9844890 0.054544764
3.9851599 0.054555698
3.9858308 0.054566624
3.9865017 0.054577542
3.9871726 0.054588452
3.9878435 0.054599352
3.9885144 0.054610245
3.9891853 0.054621130
3.9898562 0.054632005
3.9905272 0.054642873
3.9911981 0.054653733
3.9918690 0.054664583
3.9925399 0.054675426
3.9932108 0.054686261
3.9938817 0.054697087
3.9945521 0.054707897
3.9952230 0.054718707
3.9958940 0.054729507
3.9965649 0.054740300
3.9972355 0.054751082
3.9979062 0.054761854
3.9985771 0.054772623
3.9992480 0.054783381
3.9999189 0.054794133
4.0005894 0.054804869
4.0012603 0.054815603
4.0019312 0.054826331
4.0026021 0.054837050
4.0032730 0.054847758
4.0039434 0.054858453
4.0046144 0.054869146
4.0052853 0.054879832
4.0059557 0.054890501
4.0066266 0.054901169
4.0072975 0.054911831
4.0079679 0.054922476
4.0086384 0.054933111
4.0093093 0.054943747
4.0099802 0.054954375
4.0106506 0.054964986
4.0113215 0.054975597
4.0119925 0.054986200
4.0126629 0.054996787
4.0133333 0.055007364
4.0139718 0.055017432
4.0146422 0.055027995
4.0153131 0.055038556
4.0159836 0.055049102
4.0166545 0.055059648
4.0173249 0.055070177
4.0179958 0.055080706
4.0186663 0.055091219
4.0193367 0.055101725
4.0200076 0.055112229
4.0206780 0.055122717
4.0213485 0.055133197
4.0220194 0.055143677
4.0226898 0.055154142
4.0233603 0.055164596
4.0240312 0.055175052
4.0247016 0.055185491
4.0253720 0.055195922
4.0260425 0.055206346
4.0267134 0.055216767
4.0273838 0.055227175
4.0280542 0.055237572
4.0287247 0.055247962
4.0293956 0.055258352
4.0300660 0.055268725
4.0307364 0.055279091
4.0314069 0.055289449
4.0320773 0.055299797
4.0327477 0.055310139
4.0334182 0.055320472
4.0340886 0.055330797
4.0347595 0.055341121
4.0354300 0.055351428
4.0361004 0.055361729
4.0367708 0.055372022
4.0374408 0.055382298
4.0381112 0.055392574
4.0387816 0.055402841
4.0394521 0.055413101
4.0401225 0.055423353
4.0407929 0.055433596
4.0414634 0.055443830
4.0421333 0.055454050
4.0428038 0.055464269
4.0434742 0.055474479
4.0441446 0.055484683
4.0448151 0.055494877
4.0454855 0.055505063
4.0461559 0.055515242
4.0468264 0.055525410
4.0474963 0.055535566
4.0481668 0.055545719
4.0488372 0.055555865
4.0495076 0.055566003
4.0501781 0.055576132
4.0508480 0.055586246
4.0515184 0.055596359
4.0521889 0.055606465
4.0528588 0.055616554
4.0535293 0.055626643
4.0541997 0.055636724
4.0548697 0.055646790
4.0555401 0.055656855
4.0562105 0.055666910
4.0568805 0.055676952
4.0575509 0.055686992
4.0582213 0.055697024
4.0588913 0.055707041
4.0595617 0.055717057
4.0602317 0.055727059
4.0609021 0.055737058
4.0615721 0.055747042
4.0622420 0.055757019
4.0629120 0.055766988
4.0635824 0.055776956
4.0642524 0.055786909
4.0649228 0.055796860
4.0655928 0.055806796
4.0662632 0.055816731
4.0669332 0.055826651
4.0676036 0.055836571
4.0682735 0.055846475
4.0689435 0.055856371
4.0696139 0.055866266
4.0702839 0.055876146
4.0709538 0.055886018
4.0716243 0.055895889
4.0722942 0.055905745
4.0729642 0.055915593
4.0736346 0.055925440
4.0743046 0.055935272
4.0749745 0.055945095
4.0756445 0.055954911
4.0763149 0.055964725
4.0769849 0.055974525
4.0776548 0.055984317
4.0783248 0.055994101
4.0789948 0.056003877
4.0796652 0.056013652
4.0803351 0.056023410
4.0810051 0.056033162
4.0816751 0.056042907
4.0823450 0.056052642
4.0830150 0.056062370
4.0836849 0.056072089
4.0843549 0.056081800
4.0850248 0.056091505
4.0856948 0.056101201
4.0863647 0.056110888
4.0870342 0.056120561
4.0877042 0.056130233
4.0883741 0.056139896
4.0890441 0.056149552
4.0897141 0.056159200
4.0903840 0.056168839
4.0910540 0.056178472
4.0917239 0.056188095
4.0923939 0.056197711
4.0930638 0.056207320
4.0937338 0.056216919
4.0944033 0.056226505
4.0950732 0.056236089
4.0957432 0.056245665
4.0964131 0.056255232
4.0970831 0.056264792
4.0977530 0.056274345
4.0984225 0.056283883
4.0990925 0.056293419
4.0997624 0.056302947
4.1004324 0.056312468
4.1011019 0.056321974
4.1017718 0.056331478
4.1024418 0.056340975
4.1031113 0.056350457
4.1037812 0.056359939
4.1044512 0.056369412
4.1051207 0.056378869
4.1057906 0.056388326
4.1064601 0.056397769
4.1071301 0.056407210
4.1078000 0.056416643
4.1084695 0.056426061
4.1091394 0.056435480
4.1098089 0.056444882
4.1104789 0.056454283
4.1111479 0.056463665
4.1118178 0.056473051
4.1124873 0.056482421
4.1131573 0.056491791
4.1138268 0.056501147
4.1144967 0.056510502
4.1151662 0.056519840
4.1158357 0.056529173
4.1165056 0.056538504
4.1171751 0.056547820
4.1178451 0.056557134
4.1185145 0.056566434
4.1191840 0.056575727
4.1198540 0.056585019
4.1205235 0.056594295
4.1211929 0.056603563
4.1218624 0.056612825
4.1225324 0.056622085
4.1232018 0.056631330
4.1238713 0.056640567
4.1245408 0.056649797
4.1252108 0.056659026
4.1258802 0.056668239
4.1265497 0.056677445
4.1272192 0.056686644
4.1278887 0.056695834
4.1285582 0.056705016
4.1292281 0.056714197
4.1298976 0.056723364
4.1305671 0.056732523
4.1312366 0.056741675
4.1319060 0.056750818
4.1325755 0.056759954
4.1332450 0.056769081
4.1339145 0.056778201
4.1345840 0.056787313
4.1352534 0.056796417
4.1359229 0.056805513
4.1365924 0.056814602
4.1372619 0.056823682
4.1379313 0.056832755
4.1386008 0.056841821
4.1392703 0.056850878
4.1399398 0.056859927
4.1406093 0.056868969
4.1412783 0.056877996
4.1419477 0.056887023
4.1426172 0.056896041
4.1432867 0.056905051
4.1439562 0.056914054
4.1446257 0.056923050
4.1452947 0.056932030
4.1459317 0.056940575
4.1466007 0.056949540
4.1472702 0.056958505
4.1479397 0.056967461
4.1486092 0.056976410
4.1492786 0.056985351
4.1499472 0.056994271
4.1506166 0.057003196
4.1512861 0.057012115
4.1519556 0.057021023
4.1526251 0.057029926
4.1532941 0.057038814
4.1539631 0.057047694
4.1546326 0.057056573
4.1553020 0.057065444
4.1559715 0.057074307
4.1566401 0.057083150
4.1573095 0.057091998
4.1579790 0.057100838
4.1586485 0.057109671
4.1593170 0.057118482
4.1599865 0.057127298
4.1606560 0.057136108
4.1613255 0.057144910
4.1619940 0.057153690
4.1626635 0.057162476
4.1633329 0.057171255
4.1640015 0.057180012
4.1646709 0.057188775
4.1653404 0.057197530
4.1660094 0.057206271
4.1666784 0.057215004
4.1673479 0.057223736
4.1680164 0.057232447
4.1686859 0.057241165
4.1693554 0.057249874
4.1700239 0.057258562
4.1706934 0.057267255
4.1713624 0.057275934
4.1720314 0.057284607
4.1727009 0.057293277
4.1733694 0.057301927
4.1740389 0.057310582
4.1747079 0.057319222
4.1753769 0.057327857
4.1760464 0.057336488
4.1767149 0.057345100
4.1773844 0.057353716
4.1780529 0.057362313
4.1787224 0.057370913
4.1793909 0.057379495
4.1800604 0.057388081
4.1807289 0.057396646
4.1813984 0.057405217
4.1820669 0.057413767
4.1827364 0.057422323
4.1834049 0.057430857
4.1840744 0.057439397
4.1847429 0.057447918
4.1854124 0.057456442
4.1860809 0.057464946
4.1867504 0.057473455
4.1874189 0.057481945
4.1880879 0.057490433
4.1887569 0.057498913
4.1894255 0.057507379
4.1900949 0.057515850
4.1907635 0.057524302
4.1914325 0.057532751
4.1921015 0.057541194
4.1927700 0.057549621
4.1934395 0.057558054
4.1941080 0.057566467
4.1947770 0.057574879
4.1954451 0.057583270
4.1961145 0.057591673
4.1967831 0.057600056
4.1974516 0.057608431
4.1981211 0.057616809
4.1987896 0.057625170
4.1994581 0.057633523
4.2001271 0.057641873
4.2007961 0.057650216
4.2014647 0.057658546
4.2021337 0.057666873
4.2028027 0.057675193
4.2034712 0.057683501
4.2041397 0.057691800
4.2048087 0.057700097
4.2054777 0.057708387
4.2061462 0.057716663
4.2068148 0.057724933
4.2074838 0.057733199
4.2081523 0.057741453
4.2088213 0.057749705
4.2094898 0.057757944
4.2101583 0.057766175
4.2108274 0.057774404
4.2114959 0.057782620
4.2121649 0.057790834
4.2128334 0.057799036
4.2135019 0.057807229
4.2141705 0.057815415
4.2148395 0.057823598
4.2155080 0.057831769
4.2161765 0.057839932
4.2168455 0.057848093
4.2175140 0.057856241
4.2181826 0.057864382
4.2188511 0.057872515
4.2195196 0.057880640
4.2201881 0.057888758
4.2208567 0.057896868
4.2215257 0.057904977
4.2221942 0.057913073
4.2228627 0.057921160
4.2235312 0.057929240
4.2241998 0.057937313
4.2248683 0.057945377
4.2255368 0.057953436
4.2262053 0.057961486
4.2268739 0.057969529
4.2275424 0.057977564
4.2282109 0.057985591
4.2288795 0.057993611
4.2295480 0.058001624
4.2302165 0.058009630
4.2308850 0.058017627
4.2315536 0.058025618
4.2321897 0.058033213
4.2328582 0.058041189
4.2335267 0.058049157
4.2341952 0.058057117
4.2348638 0.058065071
4.2355318 0.058073010
4.2362003 0.058080949
4.2368689 0.058088879
4.2375374 0.058096803
4.2382059 0.058104718
4.2388740 0.058112621
4.2395425 0.058120522
4.2402110 0.058128415
4.2408791 0.058136296
4.2415476 0.058144174
4.2422161 0.058152044
4.2428842 0.058159903
4.2435527 0.058167759
4.2442207 0.058175602
4.2448888 0.058183438
4.2455573 0.058191271
4.2462258 0.058199097
4.2468939 0.058206911
4.2475624 0.058214721
4.2482305 0.058222520
4.2488990 0.058230317
4.2495670 0.058238100
4.2502356 0.058245882
4.2509036 0.058253651
4.2515721 0.058261418
4.2522402 0.058269171
4.2529087 0.058276923
4.2535768 0.058284663
4.2542448 0.058292394
4.2549133 0.058300123
4.2555814 0.058307840
4.2562499 0.058315555
4.2569180 0.058323256
4.2609272 0.058369325
4.2615952 0.058376975
4.2622633 0.058384618
4.2629313 0.058392252
4.2635999 0.058399887
4.2642679 0.058407507
4.2649360 0.058415120
4.2682767 0.058453080
4.2689447 0.058460651
4.2696128 0.058468212
4.2702808 0.058475767
4.2709489 0.058483313
4.2716169 0.058490853
4.2722850 0.058498384
4.2729530 0.058505910
4.2736211 0.058513427
4.2742891 0.058520938
4.2769613 0.058550904
4.2776289 0.058558373
4.2782969 0.058565838
4.2789650 0.058573297
4.2796330 0.058580749
4.2803011 0.058588193
4.2809691 0.058595630
4.2816372 0.058603059
4.2823048 0.058610476
4.2829728 0.058617891
4.2836409 0.058625298
4.2843089 0.058632698
4.2849765 0.058640086
4.2856445 0.058647471
4.2863126 0.058654850
4.2869802 0.058662216
4.2876482 0.058669579
4.2883162 0.058676936
4.2889838 0.058684279
4.2896519 0.058691621
4.2903199 0.058698955
4.2909875 0.058706277
4.2916555 0.058713597
4.2923231 0.058720904
4.2929912 0.058728210
4.2936583 0.058735498
4.2943263 0.058742788
4.2949939 0.058750066
4.2956619 0.058757342
4.2963295 0.058764607
4.2969975 0.058771868
4.2976651 0.058779117
4.2983332 0.058786364
4.2990007 0.058793599
4.2996683 0.058800826
4.3003364 0.058808050
4.3010039 0.058815263
4.3016715 0.058822469
4.3023396 0.058829672
4.3030071 0.058836864
4.3036423 0.058843698
4.3043103 0.058850881
4.3049779 0.058858050
4.3056455 0.058865213
4.3063130 0.058872367
4.3069811 0.058879520
4.3076487 0.058886662
4.3083162 0.058893795
4.3089838 0.058900921
4.3096514 0.058908041
4.3103189 0.058915153
4.3109865 0.058922257
4.3116546 0.058929359
4.3123221 0.058936449
4.3129897 0.058943532
4.3136573 0.058950608
4.3143249 0.058957676
4.3149924 0.058964738
4.3156600 0.058971791
4.3163276 0.058978838
4.3169951 0.058985878
4.3176627 0.058992910
4.3183303 0.058999936
4.3189979 0.059006953
4.3196654 0.059013965
4.3203330 0.059020968
4.3210006 0.059027965
4.3216677 0.059034948
4.3223352 0.059041931
4.3230028 0.059048905
4.3236704 0.059055873
4.3243380 0.059062833
4.3250055 0.059069787
4.3256731 0.059076733
4.3263407 0.059083672
4.3270078 0.059090599
4.3276753 0.059097523
4.3283424 0.059104435
4.3290100 0.059111345
4.3296776 0.059118248
4.3303452 0.059125144
4.3310127 0.059132033
4.3316798 0.059138910
4.3323474 0.059145784
4.3330145 0.059152647
4.3336821 0.059159507
4.3343496 0.059166360
4.3350167 0.059173201
4.3356838 0.059180035
4.3363514 0.059186867
4.3370190 0.059193691
4.3376861 0.059200503
4.3383536 0.059207313
4.3390207 0.059214111
4.3396883 0.059220907
4.3403554 0.059227690
4.3410225 0.059234468
4.3416901 0.059241242
4.3423576 0.059248009
4.3430243 0.059254759
4.3436913 0.059261508
4.3443584 0.059268248
4.3450260 0.059274987
4.3456931 0.059281714
4.3463602 0.059288434
4.3470278 0.059295152
4.3476949 0.059301857
4.3483620 0.059308556
4.3490295 0.059315252
4.3496966 0.059321936
4.3503637 0.059328614
4.3510313 0.059335288
4.3516979 0.059341947
4.3523655 0.059348607
4.3530326 0.059355256
4.3536997 0.059361897
4.3543668 0.059368532
4.3550339 0.059375160
4.3557014 0.059381785
4.3563681 0.059388393
4.3570356 0.059395005
4.3577023 0.059401599
4.3583698 0.059408197
4.3590364 0.059414777
4.3597040 0.059421360
4.3603706 0.059427926
4.3610382 0.059434494
4.3617048 0.059441046
4.3623395 0.059447277
4.3630066 0.059453820
4.3636737 0.059460358
4.3643408 0.059466886
4.3650079 0.059473408
4.3656750 0.059479922
4.3663421 0.059486431
4.3670087 0.059492927
4.3676758 0.059499420
4.3683429 0.059505907
4.3690100 0.059512387
4.3696771 0.059518860
4.3703437 0.059525320
4.3710108 0.059531779
4.3716779 0.059538231
4.3723450 0.059544675
4.3730116 0.059551108
4.3736787 0.059557538
4.3743458 0.059563963
4.3750124 0.059570374
4.3756795 0.059576783
4.3763461 0.059583182
4.3770132 0.059589576
4.3776803 0.059595965
4.3783469 0.059602342
4.3790140 0.059608716
4.3796806 0.059615079
4.3803477 0.059621440
4.3810143 0.059627788
4.3816814 0.059634134
4.3823481 0.059640470
4.3830152 0.059646801
4.3836818 0.059653123
4.3843489 0.059659442
4.3850155 0.059665748
4.3856821 0.059672048
4.3863492 0.059678345
4.3870158 0.059684631
4.3876829 0.059690915
4.3883495 0.059697187
4.3890162 0.059703453
4.3896832 0.059709714
4.3903499 0.059715966
4.3910165 0.059722210
4.3916831 0.059728447
4.3923502 0.059734682
4.3930168 0.059740905
4.3936834 0.059747122
4.3943501 0.059753331
4.3950167 0.059759534
4.3956838 0.059765732
4.3963504 0.059771921
4.3970170 0.059778103
4.3976836 0.059784279
4.3983502 0.059790446
4.3990169 0.059796606
4.3996835 0.059802760
4.4003501 0.059808908
4.4010167 0.059815048
4.4016833 0.059821181
4.4023499 0.059827307
4.4030166 0.059833425
4.4036832 0.059839538
4.4043498 0.059845643
4.4050164 0.059851741
4.4056830 0.059857833
4.4063497 0.059863917
4.4070163 0.059869996
4.4076829 0.059876066
4.4083495 0.059882130
4.4090157 0.059888182
4.4096823 0.059894232
4.4103489 0.059900275
4.4110160 0.059906317
4.4116826 0.059912345
4.4123487 0.059918364
4.4130154 0.059924380
4.4136820 0.059930389
4.4143486 0.059936390
4.4150147 0.059942380
4.4156814 0.059948369
4.4163480 0.059954349
4.4170141 0.059960319
4.4176483 0.059965996
4.4183145 0.059971954
4.4189806 0.059977902
4.4196472 0.059983850
4.4203138 0.059989790
4.4209805 0.059995724
4.4216461 0.060001641
4.4223127 0.060007562
4.4229794 0.060013475
4.4236460 0.060019380
4.4243116 0.060025270
4.4249783 0.060031162
4.4256449 0.060037048
4.4263115 0.060042927
4.4269772 0.060048790
4.4276438 0.060054654
4.4283104 0.060060513
4.4289761 0.060066356
