# wavenumber_(/cm) absorbance absorbance_unc
3180.2359277 2.037037536 0.231936600
3179.5504542 1.884256936 0.137785300
3178.8652761 1.871485536 0.128564100
3178.1803932 1.860355636 0.139544500
3177.4958054 1.865319836 0.258676700
3176.8115124 1.863737736 0.181152100
3176.1276150 1.762257036 0.707075700
3175.4439112 1.892020236 0.190363700
3174.7605016 1.853358236 0.204877700
3174.0773862 1.843828036 0.225802300
3173.3946653 1.778961136 0.177525400
3172.7121374 1.772318936 0.221253000
3172.0300037 1.767372636 0.208086200
3171.3480627 1.714520936 0.215201000
3170.6665153 1.758830436 0.184855700
3169.9851603 1.773834936 0.152788100
3169.3041986 1.763649636 0.211573900
3168.6235293 1.767323836 0.232648600
3167.9430520 1.878532336 0.198057500
3167.2629673 2.138990836 0.498086900
3166.5831744 1.863986836 0.172312400
3165.9036733 1.786087636 0.158249800
3165.2244638 1.803292836 0.111545100
3164.5455456 1.707544136 0.085827800
3163.8669186 1.725122436 0.071798900
3163.1885827 1.759527736 0.130972900
3162.5105375 1.772985636 0.197660300
3161.8328829 1.850632236 0.026331800
3161.1554187 1.856187636 0.348341200
3160.4782448 1.837308736 0.235522100
3159.8014608 1.733498136 0.155999000
3159.1248668 1.638165036 0.116573200
3158.4486622 1.631407836 0.130080700
3157.7726474 1.620987336 0.142964600
3157.0970215 1.639054736 0.151834300
3156.4215851 1.790723736 0.185709100
3155.7465371 1.796997136 0.136410500
3155.0717779 1.680254736 0.089824800
3154.3973071 1.679109436 0.117297300
3153.7230252 1.785771936 0.133924300
3153.0491309 1.949881236 0.211905100
3152.3755246 1.946586736 0.070485700
3151.7022060 1.965845636 0.313460300
3151.0291750 1.828258636 0.161428300
3150.3564313 1.617219136 0.118360700
3149.6839749 1.481243136 0.065119200
3149.0119046 1.470366736 0.070556400
3148.3400220 1.456788536 0.105645200
3147.6684260 1.473644036 0.066038200
3146.9971165 1.544747836 0.132676600
3146.3261922 1.637057636 0.233473000
3145.6554550 1.659424736 0.149830900
3144.9851027 1.648565636 0.149650000
3144.3149371 1.644967936 0.105308800
3143.6451559 1.639875136 0.160775000
3142.9756600 1.664400136 0.171756600
3142.3063504 1.674775236 0.168269700
3141.6374246 1.544759436 0.122479400
3140.9687835 1.573298836 0.119069800
3140.3004269 1.542131736 0.110322100
3139.6323547 1.542893536 0.117138000
3138.9645667 1.580917536 0.108197000
3138.2970627 1.582737136 0.103077000
3137.6298426 1.594791636 0.042400800
3136.9629061 1.589113936 0.105871400
3136.2962530 1.548602336 0.086272600
3135.6298833 1.547768236 0.103222900
3134.9637967 1.596543936 0.098972400
3134.2980912 1.547262936 0.070447100
3133.6325702 1.607609436 0.127285800
3132.9673317 1.631999036 0.145964600
3132.3024738 1.520985036 0.054436300
3131.6377999 1.530853736 0.117677700
3130.9735061 1.462407236 0.089083400
3130.3093960 1.465364036 0.105116800
3129.6456656 1.501893936 0.099398600
3128.9822166 1.516722236 0.100867700
3128.3190488 1.466539736 0.074098100
3127.6560642 1.497472536 0.108790500
3126.9934583 1.562006436 0.111372500
3126.3311332 1.753480736 0.186883900
3125.6690885 1.753241936 0.186299000
3125.0073242 1.750597336 0.178639300
3124.3458401 1.581917136 0.058628900
3123.6846359 1.566971836 0.088266600
3123.0237116 1.448857936 0.075365500
3122.3631643 1.395279436 0.062392300
3121.7027990 1.431671636 0.058122000
3121.0427129 1.402335636 0.055966500
3120.3830033 1.393665336 0.055628600
3119.7234752 1.403260036 0.032971500
3119.0642258 1.410022136 0.076672100
3118.4053523 1.412136036 0.076112900
3117.7467570 1.403545536 0.046762500
3117.0883427 1.399179536 0.063934000
3116.4303036 1.353967836 0.072564100
3115.7725422 1.346052536 0.056806600
3115.1149614 1.347422436 0.081090700
3114.4577552 1.338005936 0.087709400
3113.8008261 1.357951536 0.086842100
3113.1441741 1.359153936 0.082984200
3112.4877990 1.355186736 0.077550400
3111.8317007 1.335679336 0.079033300
3111.1758789 1.352348936 0.055997300
3110.5203334 1.344932636 0.045431900
3109.8650642 1.320420536 0.066030000
3109.2101677 1.318783936 0.078406800
3108.5554502 1.244166336 0.061774700
3107.9010085 1.244638536 0.065145300
3107.2468423 1.250535536 0.065200400
3106.5930479 1.244901536 0.065517500
3105.9394321 1.269316236 0.061435400
3105.2861877 1.270469736 0.058561200
3104.6331216 1.248374936 0.060191100
3103.9804265 1.248447236 0.054907400
3103.3280059 1.215332136 0.011906000
3102.6758594 1.217383536 0.026798500
3102.0238907 1.258108136 0.040796100
3101.3722921 1.254010636 0.040582700
3100.7209672 1.255571736 0.028224400
3100.0699159 1.264762436 0.078565400
3099.4191379 1.259113436 0.127785300
3098.7686330 1.240360736 0.064738500
3098.1184012 1.227818836 0.085228400
3097.4684421 1.208698336 0.062685800
3096.8187558 1.226986736 0.045197900
3096.1694377 1.196552136 0.062312600
3095.5202961 1.202232936 0.061530000
3094.8714267 1.157419436 0.046996800
3094.2229249 1.164628736 0.042029600
3093.5745992 1.142353936 0.048560500
3092.9266407 1.143442736 0.034567700
3092.2788580 1.170222836 0.021168600
3091.6314422 1.172640436 0.031170000
3090.9842018 1.171493936 0.013519700
3090.3373279 1.186303636 0.030703500
3089.6907247 1.178528036 0.039283900
3089.0443921 1.182539536 0.047229700
3088.3982344 1.176391936 0.034607600
3087.7524423 1.179281936 0.038831000
3087.1069202 1.171020836 0.034848200
3086.4616680 1.143591036 0.017081700
3085.8166855 1.146531136 0.018853600
3085.1719724 1.147430836 0.033176100
3084.5275287 1.133971736 0.023665900
3083.8834493 1.140029436 0.020675800
3083.2395438 1.140429036 0.027171900
3082.5959070 1.127738236 0.003490400
3081.9526340 1.125529236 0.003452000
3081.3095344 1.053356636 0.021109400
3080.6667031 0.991062736 0.016057100
3080.0242349 0.995305336 0.022982200
3079.3819397 0.990359336 0.022060100
3078.7400072 1.057092136 0.029800700
3078.0983422 1.139875936 0.023320700
3077.4568500 1.141004736 0.002043100
3076.8157197 1.141158936 0.007776400
3076.1748565 1.141379936 0.002459500
