# wavelength_(μm) flux_(mJy) flux_unc_(mJy)
3.1023806 0.009713560 0.000245093
3.1030588 0.009548403 0.000235759
3.1037370 0.009713560 0.000251344
3.1044152 0.010088152 0.000237381
3.1050934 0.010468312 0.000221190
3.1057716 0.010523287 0.000226889
3.1064498 0.010552733 0.000232068
3.1071280 0.010523287 0.000232480
3.1078062 0.010468312 0.000242304
3.1084844 0.009959599 0.000256752
3.1091625 0.009842691 0.000260917
3.1098407 0.009842691 0.000268581
3.1105189 0.009959599 0.000274378
3.1111970 0.010017724 0.000277673
3.1118752 0.010017724 0.000296281
3.1125534 0.010990962 0.000287867
3.1132315 0.010413984 0.000267249
3.1139096 0.010413984 0.000260992
3.1145878 0.010990962 0.000257710
3.1152659 0.011243966 0.000243888
3.1159440 0.011373587 0.000241237
3.1166222 0.012171635 0.000241983
3.1173003 0.012171635 0.000235272
3.1179784 0.011589768 0.000224501
3.1186565 0.012274368 0.000244063
3.1193346 0.012274368 0.000246841
3.1200127 0.011931561 0.000249682
3.1206908 0.011931561 0.000267757
3.1213689 0.012152492 0.000272846
3.1220469 0.012152492 0.000247361
3.1227250 0.012152492 0.000265907
3.1234031 0.013052094 0.000254660
3.1240812 0.013197152 0.000251138
3.1247592 0.013197152 0.000236497
3.1254373 0.013197152 0.000242502
3.1261153 0.014454896 0.000238002
3.1267934 0.014454896 0.000241376
3.1274714 0.014454896 0.000262449
3.1281494 0.014616552 0.000275804
3.1288275 0.014454896 0.000248603
3.1295055 0.014037857 0.000269743
3.1301835 0.014616552 0.000298926
3.1308615 0.014616552 0.000298085
3.1315395 0.014754538 0.000303162
3.1322176 0.014754538 0.000299601
3.1328955 0.014754538 0.000287203
3.1335735 0.014615983 0.000279938
3.1342515 0.014259088 0.000268995
3.1349295 0.014125150 0.000306068
3.1356075 0.014125150 0.000299947
3.1362855 0.013869766 0.000294955
3.1369634 0.013869766 0.000272601
3.1376414 0.014433701 0.000275825
3.1383194 0.015041609 0.000268898
3.1389973 0.015041609 0.000259082
3.1396753 0.015041609 0.000260991
3.1403532 0.015794198 0.000253689
3.1410312 0.017109202 0.000258473
3.1417091 0.016023417 0.000254861
3.1423870 0.016023417 0.000263599
3.1430649 0.016023417 0.000277387
3.1437429 0.017109202 0.000289649
3.1444208 0.017114272 0.000271820
3.1450987 0.017219505 0.000274214
3.1457766 0.018410559 0.000295306
3.1464545 0.018410559 0.000288250
3.1471324 0.018410559 0.000272798
3.1478103 0.018594475 0.000290754
3.1484881 0.018594475 0.000281719
3.1491660 0.018594475 0.000263756
3.1498439 0.018594475 0.000280775
3.1505218 0.018068072 0.000263632
3.1511996 0.018068072 0.000276228
3.1518775 0.020077122 0.000287202
3.1525553 0.020990940 0.000306293
3.1532332 0.021462694 0.000316122
3.1539110 0.021462694 0.000305922
3.1545889 0.021462694 0.000298233
3.1552667 0.021214646 0.000291283
3.1559445 0.021214646 0.000293766
3.1566224 0.021090964 0.000293503
3.1573002 0.021121670 0.000289588
3.1579780 0.021121670 0.000281732
3.1586558 0.021321054 0.000295283
3.1593336 0.022200483 0.000286704
3.1600114 0.022200483 0.000283913
3.1606892 0.022382812 0.000295164
3.1613670 0.022491936 0.000287610
3.1620448 0.022491936 0.000312618
3.1627225 0.022996624 0.000296054
3.1634003 0.024022368 0.000298732
3.1640781 0.024234406 0.000318371
3.1647558 0.025073650 0.000319774
3.1654336 0.025338001 0.000317659
3.1661113 0.025683558 0.000322972
3.1667891 0.025683558 0.000320810
3.1674668 0.025338001 0.000323964
3.1681446 0.025683558 0.000335933
3.1688223 0.025844403 0.000317618
3.1695000 0.025844403 0.000313060
3.1701777 0.025993449 0.000315201
3.1708555 0.026656823 0.000322319
3.1715332 0.026695085 0.000316449
3.1722109 0.026906741 0.000332661
3.1728886 0.026906741 0.000309958
3.1735663 0.026906741 0.000310024
3.1742440 0.026906741 0.000329861
3.1749217 0.026906741 0.000326186
3.1755993 0.028849352 0.000324093
3.1762770 0.030887164 0.000319658
3.1769547 0.030887164 0.000332395
3.1776324 0.030759744 0.000335130
3.1783100 0.030887164 0.000327736
3.1789877 0.030759744 0.000310280
3.1796653 0.030759744 0.000332006
3.1803430 0.031284678 0.000328052
3.1810206 0.031708861 0.000326213
3.1816982 0.031730905 0.000336919
3.1823759 0.031909661 0.000339264
3.1830535 0.031909661 0.000352992
3.1837311 0.033100078 0.000364757
3.1844087 0.034218063 0.000338797
3.1850863 0.034469250 0.000338345
3.1857639 0.034557310 0.000331367
3.1864415 0.035294712 0.000347891
3.1871191 0.036020605 0.000347858
3.1877967 0.035294712 0.000346041
3.1884743 0.036547539 0.000364820
3.1891519 0.036690338 0.000356483
3.1898295 0.036547539 0.000367514
3.1905070 0.036547539 0.000373227
3.1911846 0.036547539 0.000393576
3.1918622 0.036981454 0.000383944
3.1925397 0.036981454 0.000377144
3.1932173 0.036981454 0.000358472
3.1938948 0.036981454 0.000368348
3.1945724 0.037309758 0.000373989
3.1952499 0.038343899 0.000366450
3.1959274 0.038343899 0.000372285
3.1966049 0.038654027 0.000387293
3.1972825 0.038654027 0.000384980
3.1979600 0.038820108 0.000377733
3.1986375 0.038718076 0.000379412
3.1993150 0.038718076 0.000382695
3.1999925 0.038781316 0.000361230
3.2006700 0.038781316 0.000370830
3.2013475 0.038781316 0.000394983
3.2020250 0.040631174 0.000400997
3.2027024 0.042243403 0.000401030
3.2033799 0.042243403 0.000411265
3.2040574 0.041851533 0.000442517
3.2047348 0.042243403 0.000451003
3.2054123 0.042742504 0.000441076
3.2060898 0.044651705 0.000452603
3.2067672 0.046970912 0.000490828
3.2074446 0.046970912 0.000568699
3.2081221 0.046970912 0.000645564
3.2087995 0.046433099 0.000621220
3.2094769 0.046433099 0.000505955
3.2101544 0.046433099 0.000442229
3.2108318 0.048288645 0.000444084
3.2115092 0.049426990 0.000440966
3.2121866 0.049792897 0.000432945
3.2128640 0.049426990 0.000430970
3.2135414 0.049204062 0.000450658
3.2142188 0.049792897 0.000446396
3.2148962 0.049792897 0.000431714
3.2155736 0.050973173 0.000418008
3.2162509 0.052544847 0.000430099
3.2169283 0.052544847 0.000423615
3.2176057 0.052544847 0.000425071
3.2182831 0.052544847 0.000420237
3.2189604 0.053121742 0.000425615
3.2196378 0.054369132 0.000440830
3.2203151 0.056415895 0.000443684
3.2209925 0.056415895 0.000423355
3.2216698 0.056415895 0.000440767
3.2223471 0.055016232 0.000444146
3.2230244 0.055016232 0.000455275
3.2237018 0.053868236 0.000457940
3.2243791 0.055016232 0.000467585
3.2250564 0.056060098 0.000470442
3.2257337 0.057839546 0.000464010
3.2264110 0.058579884 0.000464734
3.2270883 0.058579884 0.000449202
3.2277656 0.058040111 0.000439226
3.2284429 0.058579884 0.000432188
3.2291202 0.058040111 0.000464989
3.2297974 0.058040111 0.000472340
3.2304747 0.059705752 0.000463566
3.2311520 0.061427151 0.000461769
3.2318292 0.062128087 0.000457135
3.2325065 0.062128087 0.000459877
3.2331837 0.062290505 0.000485965
3.2338610 0.062290505 0.000491407
3.2345382 0.062565636 0.000477902
3.2352155 0.063316283 0.000485459
3.2358927 0.065168667 0.000472841
3.2365699 0.065168667 0.000492004
3.2372471 0.065400561 0.000483864
3.2379244 0.065400561 0.000486390
3.2386016 0.066822585 0.000490949
3.2392788 0.065400561 0.000497716
3.2399560 0.065394525 0.000488041
3.2406332 0.065394525 0.000501255
3.2413104 0.067485885 0.000481990
3.2419876 0.068834810 0.000482861
3.2426647 0.069425025 0.000472693
3.2433419 0.069520550 0.000483116
3.2440191 0.069520550 0.000493939
3.2446962 0.069425025 0.000505350
3.2453734 0.068205266 0.000493357
3.2460506 0.068205266 0.000506558
3.2467277 0.068205266 0.000503752
3.2474049 0.070891298 0.000529980
3.2480820 0.072174247 0.000543075
3.2487591 0.072793658 0.000528191
3.2494363 0.073477316 0.000498555
3.2501134 0.075427062 0.000519261
3.2507905 0.077025637 0.000508185
3.2514676 0.077025637 0.000482434
3.2521447 0.078256548 0.000510451
3.2528218 0.078103909 0.000523081
3.2534989 0.079064990 0.000513282
3.2541760 0.081323062 0.000502546
3.2548531 0.081448335 0.000521312
3.2555302 0.082681747 0.000512256
3.2562073 0.083345574 0.000518018
3.2568844 0.082681747 0.000526849
3.2575614 0.081448335 0.000533906
3.2582385 0.082681747 0.000531052
3.2589155 0.081315510 0.000548848
3.2595926 0.081315510 0.000567101
3.2602696 0.086193087 0.000572191
3.2609467 0.086830479 0.000570813
3.2616237 0.087228392 0.000560083
3.2623008 0.087228392 0.000566851
3.2629778 0.087228392 0.000576171
3.2636548 0.087439621 0.000547774
3.2643318 0.086701493 0.000562620
3.2650088 0.085815420 0.000560514
3.2656859 0.084776345 0.000585574
3.2663629 0.084776345 0.000572960
3.2670399 0.084776345 0.000567900
3.2677169 0.085855311 0.000554003
3.2683938 0.089130145 0.000565003
3.2690708 0.091413892 0.000562408
3.2697478 0.091451783 0.000566734
3.2704248 0.091867939 0.000576326
3.2711017 0.091413892 0.000609903
3.2717787 0.091867939 0.000602472
3.2724557 0.091867939 0.000578530
3.2731326 0.091867939 0.000583600
3.2738096 0.093351834 0.000593743
3.2744865 0.098172057 0.000624160
3.2751634 0.098172057 0.000638102
3.2758404 0.100898570 0.000661854
3.2765173 0.098172057 0.000602824
3.2771942 0.099495586 0.000602905
3.2778711 0.098395788 0.000613093
3.2785481 0.099495586 0.000602708
3.2792250 0.099495586 0.000619481
3.2799019 0.099918155 0.000611763
3.2805788 0.099918155 0.000604236
3.2812557 0.099918155 0.000628815
3.2819325 0.099918155 0.000640321
3.2826094 0.099918155 0.000639752
3.2832863 0.104059010 0.000627427
3.2839632 0.104059010 0.000634171
3.2846400 0.105046580 0.000648354
3.2853169 0.106477780 0.000645422
3.2859938 0.106477780 0.000659335
3.2866706 0.106526260 0.000656721
3.2873475 0.109785390 0.000634323
3.2880243 0.109785390 0.000644479
3.2887011 0.109785390 0.000656235
3.2893780 0.111918490 0.000646452
3.2900548 0.114432610 0.000661510
3.2907316 0.114432610 0.000675539
3.2914084 0.118087530 0.000689123
3.2920852 0.118087530 0.000674467
3.2927620 0.116681770 0.000686150
3.2934388 0.116681770 0.000682609
3.2941156 0.120610500 0.000671173
3.2947924 0.121105400 0.000702802
3.2954692 0.122506940 0.000693165
3.2961460 0.130197760 0.000726439
3.2968228 0.134753470 0.000731567
3.2974995 0.134753470 0.000737100
3.2981763 0.134753470 0.000734268
3.2988531 0.133047220 0.000720682
3.2995298 0.129252250 0.000744903
3.3002066 0.129108800 0.000749616
3.3008833 0.129108800 0.000721493
3.3015601 0.129108800 0.000719116
3.3022368 0.126670150 0.000719254
3.3029135 0.126670150 0.000728430
3.3035903 0.128194300 0.000718488
3.3042670 0.131713930 0.000715455
3.3049437 0.128259270 0.000705046
3.3056204 0.131567950 0.000708122
3.3062971 0.131567950 0.000711282
3.3069738 0.131567950 0.000697333
3.3076505 0.131567950 0.000701650
3.3083272 0.131567950 0.000707003
3.3090039 0.133318700 0.000712495
3.3096806 0.131378260 0.000698125
3.3103572 0.133318700 0.000694668
3.3110339 0.133318700 0.000694561
3.3117106 0.133318700 0.000695643
3.3123872 0.133676600 0.000677483
3.3130639 0.133676600 0.000693167
3.3137405 0.133676600 0.000699740
3.3144172 0.133533070 0.000711462
3.3150938 0.134913030 0.000739520
3.3157704 0.134304120 0.000720591
3.3164471 0.134913030 0.000721828
3.3171237 0.134304120 0.000752035
3.3178003 0.134360290 0.000756054
3.3184769 0.134304120 0.000747343
3.3191535 0.132619570 0.000742212
3.3198301 0.132619570 0.000729430
3.3205067 0.132864180 0.000709625
3.3211833 0.132864180 0.000741270
3.3218599 0.132864180 0.000756529
3.3225365 0.132864180 0.000745624
3.3232131 0.132751460 0.000756745
3.3238897 0.132751460 0.000737789
3.3245662 0.132751460 0.000740210
3.3252428 0.132967890 0.000775478
3.3259194 0.136140400 0.000784141
3.3265959 0.137145430 0.000787637
3.3272725 0.140164690 0.000795817
3.3279490 0.140254670 0.000775826
3.3286255 0.145854440 0.000774461
3.3293021 0.145854440 0.000780253
3.3299786 0.145854440 0.000786938
3.3306551 0.145854440 0.000758972
3.3313316 0.144793790 0.000780256
3.3320082 0.144793790 0.000783820
3.3326847 0.149808540 0.000766915
3.3333612 0.151448530 0.000770805
3.3340377 0.152449690 0.000804558
3.3347142 0.152747810 0.000803550
3.3353906 0.153686640 0.000792481
3.3360671 0.153686640 0.000799053
3.3367436 0.152449690 0.000782329
3.3374201 0.151082780 0.000786729
3.3380965 0.148199910 0.000755234
3.3387730 0.148199910 0.000761630
3.3394495 0.146278530 0.000757516
3.3401259 0.145159730 0.000785687
3.3408024 0.145159730 0.000784887
3.3414788 0.150296020 0.000782321
3.3421552 0.150296020 0.000807783
3.3428317 0.157376520 0.000830895
3.3435081 0.157386850 0.000813493
3.3441845 0.158938270 0.000824560
3.3448609 0.158980100 0.000868054
3.3455373 0.161823710 0.000844539
3.3462138 0.164981450 0.000859492
3.3468902 0.166406020 0.000840292
3.3475666 0.167744050 0.000829500
3.3482429 0.167744050 0.000841249
3.3489193 0.173056730 0.000815942
3.3495957 0.173056730 0.000823692
3.3502721 0.173056730 0.000811100
3.3509485 0.170971300 0.000822600
3.3516248 0.170971300 0.000847452
3.3523012 0.170708780 0.000843608
3.3529775 0.170708780 0.000860456
3.3536539 0.170219180 0.000829025
3.3543302 0.170219180 0.000816226
3.3550066 0.170219180 0.000833933
3.3556829 0.170219180 0.000845666
3.3563592 0.170310280 0.000845071
3.3570356 0.170836380 0.000858702
3.3577119 0.170836380 0.000850012
3.3583882 0.172221920 0.000856942
3.3590645 0.175335540 0.000883104
3.3597408 0.173468700 0.000904422
3.3604171 0.173468700 0.000878409
3.3610934 0.173468700 0.000854137
3.3617697 0.173468700 0.000837707
3.3624460 0.173468700 0.000854749
3.3631223 0.177383080 0.000853024
3.3637985 0.177383080 0.000877455
3.3644748 0.177383080 0.000842448
3.3651511 0.176132010 0.000838439
3.3658273 0.176132010 0.000822878
3.3665036 0.176132010 0.000837209
3.3671798 0.178213400 0.000871424
3.3678561 0.183184630 0.000884460
3.3685323 0.183774640 0.000855443
3.3692086 0.183774640 0.000881670
3.3698848 0.183774640 0.000853399
3.3705610 0.183774640 0.000848174
3.3712372 0.183774640 0.000851000
3.3719135 0.183738050 0.000847705
3.3725897 0.184259600 0.000856684
3.3732659 0.186672720 0.000836208
3.3739421 0.187867200 0.000862434
3.3746183 0.187867200 0.000859722
3.3752945 0.187867200 0.000851087
3.3759706 0.180586510 0.000831693
3.3766468 0.180586510 0.000843107
3.3773230 0.180586510 0.000844428
3.3779992 0.182170670 0.000851119
3.3786753 0.182170670 0.000862504
3.3793515 0.187829330 0.000861988
3.3800276 0.187829330 0.000881620
3.3807038 0.183540710 0.000901548
3.3813799 0.183540710 0.000881337
3.3820561 0.189708890 0.000887976
3.3827322 0.189708890 0.000882652
3.3834083 0.189708890 0.000890386
3.3840844 0.189708890 0.000917017
3.3847606 0.189237790 0.000872808
3.3854367 0.188228230 0.000906230
3.3861128 0.187084750 0.000924047
3.3867889 0.188228230 0.000924451
3.3874650 0.189237790 0.000922038
3.3881411 0.188228230 0.000948247
3.3888172 0.187745580 0.000960707
3.3894933 0.193919950 0.000911158
3.3901693 0.194125120 0.000926649
3.3908454 0.195843690 0.000918820
3.3915215 0.195843690 0.000895952
3.3921975 0.195843690 0.000901621
3.3928736 0.194063360 0.000906887
3.3935496 0.191752110 0.000907797
3.3942257 0.191176980 0.000888130
3.3949017 0.191162900 0.000880085
3.3955778 0.191162900 0.000884765
3.3962538 0.188297430 0.000875559
3.3969298 0.188297430 0.000895604
3.3976059 0.188297430 0.000895185
3.3982819 0.189488320 0.000906181
3.3989579 0.189488320 0.000909202
3.3996339 0.194282250 0.000903608
3.4003099 0.194282250 0.000940061
3.4009859 0.195054470 0.000951337
3.4016619 0.195330380 0.000945627
3.4023379 0.195330380 0.000935874
3.4030139 0.195330380 0.000921938
3.4036898 0.196472290 0.000926321
3.4043658 0.200401020 0.000945762
3.4050418 0.200401020 0.000932791
3.4057177 0.200401020 0.000908710
3.4063937 0.200920430 0.000922936
3.4070696 0.199810050 0.000905399
3.4077456 0.199810050 0.000923885
3.4084215 0.194597110 0.000905441
3.4090975 0.201067480 0.000909986
3.4097734 0.195105800 0.000925921
3.4104493 0.201067480 0.000971671
3.4111252 0.202245310 0.000948293
3.4118012 0.202396130 0.000939288
3.4124771 0.202396130 0.000918905
3.4131530 0.202396130 0.000937264
3.4138289 0.202245310 0.000952937
3.4145048 0.201324510 0.000952442
3.4151807 0.201159290 0.000964992
3.4158565 0.198358800 0.000965804
3.4165324 0.198358800 0.000952629
3.4172083 0.198358800 0.000946857
3.4178842 0.206060140 0.000950008
3.4185600 0.206379760 0.000968093
3.4192359 0.206379760 0.000997831
3.4199118 0.207832810 0.000979537
3.4205876 0.207832810 0.000959632
3.4212634 0.211876490 0.000937695
3.4219393 0.211876490 0.000958949
3.4226151 0.212921340 0.000970719
3.4232910 0.212921340 0.000945161
3.4239668 0.208607480 0.000967105
3.4246426 0.208607480 0.000967904
3.4253184 0.217819030 0.000969180
3.4259942 0.217819030 0.000974967
3.4266700 0.217854720 0.000982762
3.4273458 0.219004950 0.000988609
3.4280216 0.220263000 0.001003197
3.4286974 0.220263000 0.001002431
3.4293732 0.222659020 0.000989334
3.4300490 0.220263000 0.000989890
3.4307247 0.216690510 0.001000869
3.4314005 0.216690510 0.000980814
3.4320763 0.216690510 0.001016212
3.4327520 0.215921850 0.001007828
3.4334278 0.215921850 0.001007168
3.4341035 0.215921850 0.000999311
3.4347793 0.215921850 0.001007672
3.4354550 0.216124880 0.000999479
3.4361308 0.217340100 0.000999251
3.4368065 0.221864520 0.000977916
3.4374822 0.221864520 0.000966951
3.4381579 0.219017650 0.000953379
3.4388336 0.219017650 0.000966245
3.4395094 0.219017650 0.000975776
3.4401851 0.219017650 0.000983944
3.4408608 0.221209490 0.001004625
3.4415365 0.222319370 0.001007066
3.4422121 0.222319370 0.001001995
3.4428878 0.222319370 0.001002270
3.4435635 0.221862010 0.001001769
3.4442392 0.221618960 0.001020663
3.4449148 0.221618960 0.001052643
3.4455905 0.220906270 0.001036170
3.4462662 0.221618960 0.001032647
3.4469418 0.223153200 0.001024168
3.4476175 0.223153200 0.001025627
3.4482931 0.220206510 0.001044409
3.4489687 0.223575910 0.001019015
3.4496444 0.218489650 0.001014142
3.4503200 0.218489650 0.001010669
3.4509956 0.218489650 0.000988731
3.4516712 0.220257770 0.001022533
3.4523469 0.220045470 0.001013020
3.4530225 0.220257770 0.001032484
3.4536981 0.220257770 0.001006082
3.4543737 0.222918320 0.001004340
3.4550493 0.224169880 0.001007684
3.4557248 0.224636710 0.000984927
3.4564004 0.224169880 0.000985424
3.4570760 0.224169880 0.000984457
3.4577516 0.224169880 0.000966447
3.4584271 0.223939720 0.000990966
3.4591027 0.223939720 0.000986821
3.4597783 0.224906480 0.000992801
3.4604538 0.225770920 0.000992587
3.4611294 0.226117160 0.000995798
3.4618049 0.230098710 0.001008217
3.4624804 0.233226730 0.000987997
3.4631560 0.235647220 0.001038201
3.4638315 0.235647220 0.001040821
3.4645070 0.230098710 0.001040626
3.4651825 0.232548350 0.001010797
3.4658580 0.232548350 0.001034556
3.4665336 0.232548350 0.001042888
3.4672091 0.236776750 0.001072872
3.4678846 0.237360270 0.001087975
3.4685600 0.240498220 0.001099354
3.4692355 0.240311270 0.001056610
3.4699110 0.243174890 0.001053685
3.4705865 0.240311270 0.001048787
3.4712620 0.240311270 0.001074354
3.4719374 0.240311270 0.001057744
3.4726129 0.239233130 0.001054325
3.4732883 0.238114520 0.001066612
3.4739638 0.239233130 0.001082637
3.4746392 0.236455270 0.001052990
3.4753147 0.236455270 0.001086987
3.4759901 0.239408700 0.001058050
3.4766655 0.240403090 0.001065956
3.4773410 0.240403090 0.001072409
3.4780164 0.243801670 0.001062841
3.4786918 0.249087950 0.001059020
3.4793672 0.249087950 0.001059370
3.4800426 0.248169470 0.001046772
3.4807180 0.249897480 0.001052297
3.4813934 0.248169470 0.001048453
3.4820688 0.248169470 0.001040537
3.4827442 0.249897480 0.001040890
3.4834196 0.251914440 0.001050871
3.4840949 0.251914440 0.001048012
3.4847703 0.252726970 0.001050610
3.4854457 0.251914440 0.001086508
3.4861210 0.252726970 0.001107241
3.4867964 0.254570060 0.001106313
3.4874717 0.254570060 0.001122527
3.4881471 0.251809180 0.001087009
3.4888224 0.254570060 0.001045233
3.4894978 0.254571820 0.001085279
3.4901731 0.259617810 0.001114906
3.4908484 0.259617810 0.001101055
3.4915237 0.259617810 0.001087280
3.4921990 0.257618140 0.001064853
3.4928744 0.257618140 0.001060914
3.4935497 0.257618140 0.001056898
3.4942250 0.261137100 0.001040462
3.4949003 0.261137100 0.001056269
3.4955755 0.261137100 0.001055120
3.4962508 0.261137100 0.001025337
3.4969261 0.261137100 0.001034944
3.4976014 0.257687530 0.001031415
3.4982766 0.257687530 0.001018617
3.4989519 0.259331380 0.001024868
3.4996272 0.259331380 0.001039672
3.5003024 0.259331380 0.001035797
3.5009777 0.265291090 0.001068648
3.5016529 0.265291090 0.001085279
3.5023282 0.267055290 0.001080988
3.5030034 0.267318230 0.001088712
3.5036786 0.267318230 0.001083952
3.5043538 0.267318230 0.001084724
3.5050291 0.271580280 0.001080266
3.5057043 0.271580280 0.001067675
3.5063795 0.267290710 0.001072696
3.5070547 0.267290710 0.001079663
3.5077299 0.267290710 0.001069770
3.5084051 0.266199010 0.001110767
3.5090803 0.267290710 0.001080397
3.5097554 0.268395500 0.001051912
3.5104306 0.271824840 0.001097442
3.5111058 0.271824840 0.001102595
3.5117810 0.271824840 0.001077083
3.5124561 0.271189890 0.001038476
3.5131313 0.271189890 0.001059549
3.5138064 0.264781570 0.001071033
3.5144816 0.270613380 0.001086665
3.5151567 0.270613380 0.001058374
3.5158319 0.270613380 0.001085156
3.5165070 0.270613380 0.001087295
3.5171821 0.270613380 0.001101712
3.5178572 0.269272980 0.001108184
3.5185324 0.269272980 0.001080870
3.5192075 0.271366590 0.001099680
3.5198826 0.267920830 0.001094390
3.5205577 0.271366590 0.001108510
3.5212328 0.271366590 0.001146230
3.5219079 0.269652520 0.001163043
3.5225830 0.269652520 0.001179175
3.5232580 0.272192060 0.001151288
3.5239331 0.272392260 0.001192830
3.5246082 0.272392260 0.001178838
3.5252832 0.277595590 0.001151345
3.5259583 0.274607080 0.001147560
3.5266334 0.274607080 0.001153834
3.5273084 0.274607080 0.001174758
3.5279835 0.280469140 0.001168482
3.5286585 0.283125720 0.001126589
3.5293335 0.283125720 0.001155906
3.5300086 0.283125720 0.001140163
3.5306836 0.283125720 0.001135979
3.5313586 0.283125720 0.001139338
3.5320336 0.284005590 0.001145879
3.5327086 0.284005590 0.001160281
3.5333836 0.282109020 0.001142682
3.5340586 0.284005590 0.001167851
3.5347336 0.284846680 0.001171297
3.5354086 0.282109020 0.001138946
3.5360836 0.286148630 0.001146478
3.5367586 0.290594500 0.001111084
3.5374336 0.290594500 0.001146464
3.5381085 0.286785340 0.001143270
3.5387835 0.286785340 0.001129796
3.5394585 0.286766610 0.001109394
3.5401334 0.286629540 0.001124150
3.5408084 0.286629540 0.001122228
3.5414833 0.283677620 0.001103836
3.5421583 0.283677620 0.001159773
3.5428332 0.283677620 0.001196651
3.5435081 0.291922100 0.001202005
3.5441831 0.294116650 0.001216165
3.5448580 0.295739140 0.001218361
3.5455329 0.295739140 0.001229535
3.5462078 0.296206040 0.001219840
3.5468827 0.296206040 0.001212979
3.5475576 0.295739140 0.001172654
3.5482325 0.294784880 0.001173075
3.5489074 0.294784880 0.001185909
3.5495823 0.294784880 0.001178781
3.5502571 0.300247350 0.001203058
3.5509320 0.306717570 0.001234052
3.5516069 0.316403320 0.001205437
3.5522818 0.316403320 0.001245981
3.5529566 0.316403320 0.001285672
3.5536315 0.316403320 0.001298953
3.5543063 0.312970490 0.001327190
3.5549812 0.307145530 0.001286545
3.5556560 0.312970490 0.001278052
3.5563308 0.312970490 0.001231845
3.5570057 0.312970490 0.001251736
3.5576805 0.308986380 0.001317898
3.5583553 0.314361730 0.001225120
3.5590301 0.314361730 0.001244119
3.5597049 0.320136890 0.001262646
3.5603797 0.320454800 0.001272474
3.5610545 0.320503050 0.001278651
3.5617293 0.320503050 0.001257501
3.5624041 0.325089540 0.001298222
3.5630789 0.320454800 0.001279839
3.5637537 0.325089540 0.001283982
3.5644284 0.329711350 0.001275753
3.5651032 0.329961910 0.001284471
3.5657780 0.329711350 0.001286229
3.5664527 0.329961910 0.001276272
3.5671275 0.329711350 0.001283726
3.5678022 0.329308860 0.001265068
3.5684770 0.327407370 0.001276359
3.5691517 0.326639410 0.001291072
3.5698264 0.326293430 0.001321541
3.5705012 0.323001130 0.001276016
3.5711759 0.319247930 0.001317590
3.5718506 0.319247930 0.001321778
3.5725253 0.323001130 0.001325017
3.5732000 0.326457820 0.001315027
3.5738747 0.340421130 0.001312321
3.5745494 0.340421130 0.001324887
3.5752241 0.340421130 0.001352124
3.5758988 0.331550860 0.001337990
3.5765735 0.331550860 0.001366646
3.5772482 0.331550860 0.001378490
3.5779228 0.336135650 0.001360666
3.5785975 0.340221460 0.001385339
3.5792722 0.340221460 0.001423940
3.5799468 0.340221460 0.001389329
3.5806215 0.340221460 0.001430888
3.5812961 0.340221460 0.001459818
3.5819708 0.344702820 0.001548700
3.5826454 0.349064170 0.001710537
3.5833200 0.352014590 0.001621520
3.5839947 0.353675040 0.001482849
3.5846693 0.356992280 0.001478106
3.5853439 0.358956640 0.001425964
3.5860185 0.358956640 0.001419430
3.5866931 0.356992280 0.001377182
3.5873677 0.356730540 0.001392348
3.5880423 0.351192370 0.001412191
3.5887169 0.351192370 0.001404354
3.5893915 0.354478080 0.001391717
3.5900661 0.354478080 0.001411327
3.5907406 0.349452960 0.001421604
3.5914152 0.354478080 0.001418802
3.5920898 0.354478080 0.001439897
3.5927643 0.356208810 0.001426890
3.5934389 0.357231210 0.001473613
3.5941134 0.370496520 0.001493251
3.5947880 0.371872080 0.001530331
3.5954625 0.372698440 0.001493135
3.5961371 0.372698440 0.001456637
3.5968116 0.372698440 0.001454045
3.5974861 0.362212970 0.001395440
3.5981606 0.362212970 0.001400786
3.5988352 0.362212970 0.001393738
3.5995097 0.364454420 0.001407980
3.6001842 0.372803790 0.001439981
3.6008587 0.385690870 0.001426511
3.6015332 0.385690870 0.001471994
3.6022077 0.372803790 0.001487694
3.6028821 0.372444520 0.001483126
3.6035566 0.369977370 0.001476485
3.6042311 0.369202860 0.001486358
3.6049056 0.369202860 0.001507214
3.6055800 0.361688180 0.001442468
3.6062545 0.369977370 0.001496596
3.6069289 0.371682330 0.001466453
3.6076034 0.372832350 0.001458681
3.6082778 0.373732790 0.001420390
3.6089523 0.381036420 0.001433553
3.6096267 0.389526640 0.001441553
3.6103011 0.389526640 0.001454196
3.6109756 0.381036420 0.001465531
3.6116500 0.389526640 0.001478493
3.6123244 0.378330880 0.001499143
3.6129988 0.378330880 0.001530356
3.6136732 0.377334050 0.001428559
3.6143476 0.373935980 0.001422858
3.6150220 0.373935980 0.001402366
3.6156964 0.384595650 0.001367103
3.6163708 0.391064070 0.001410952
3.6170452 0.391335900 0.001457248
3.6177195 0.391335900 0.001466217
3.6183939 0.391335900 0.001492207
3.6190683 0.389776870 0.001495492
3.6197426 0.389776870 0.001522717
3.6204170 0.389776870 0.001460205
3.6210913 0.394152290 0.001551172
3.6217657 0.396445400 0.001544435
3.6224400 0.397677630 0.001526830
3.6231143 0.397677630 0.001486998
3.6237887 0.400063380 0.001495048
3.6244630 0.396445400 0.001452690
3.6251373 0.396651280 0.001507929
3.6258116 0.396651280 0.001494141
3.6264859 0.404191620 0.001510350
