# wavenumber_(/cm) absorbance absorbance_unc
3418.5794872 1.250771393 0.006890500
3417.7854446 1.258603093 0.006601500
3416.9918874 1.261032893 0.007135600
3416.1986987 1.302462593 0.007650500
3415.4057615 1.302026193 0.006895600
3414.6133089 1.308435893 0.008233600
3413.8212239 1.349943193 0.007967200
3413.0295064 1.351015293 0.008053000
3412.2381559 1.348557593 0.008590700
3411.4471724 1.350530893 0.009031900
3410.6565555 1.325451993 0.008753900
3409.8663049 1.323983393 0.008730900
3409.0764205 1.345971493 0.008956100
3408.2869020 1.345441393 0.008950100
3407.4978651 1.347944893 0.009355300
3406.7090775 1.351247893 0.009890200
3405.9206549 1.346534593 0.007042600
3405.1327132 1.351223593 0.008284000
3404.3450200 1.368566693 0.007757200
3403.5576912 1.367769693 0.008899000
3402.7708423 1.385301593 0.008360200
3401.9843571 1.387133993 0.008868800
3401.1981197 1.419662493 0.009420600
3400.4123612 1.405285993 0.009561000
3399.6269657 1.442312293 0.010638200
3398.8418175 1.441753093 0.009746400
3398.0571472 1.442046793 0.010115300
3397.2728392 1.438829493 0.010387800
3396.4888932 1.443067193 0.008792700
3395.7053089 1.469127393 0.010077600
3394.9220860 1.438266093 0.008718900
3394.1392244 1.438800393 0.009151300
3393.3567237 1.456426093 0.007853400
3392.5746989 1.454690093 0.008261500
3391.7929194 1.454076093 0.008538100
3391.0115001 1.455464293 0.009092500
3390.2304407 1.456764293 0.008506300
3389.4498560 1.455090093 0.009700800
3388.6695158 1.468421893 0.010569900
3387.8896497 1.460568593 0.009293300
3387.1100276 1.460298293 0.008557300
3386.3308790 1.483042993 0.009537000
3385.5520888 1.496832393 0.009589300
3384.7735421 1.496230093 0.008650100
3383.9954679 1.505462093 0.009271100
3383.2177513 1.511515393 0.009777300
3382.4403922 1.510933193 0.009488600
3381.6633902 1.507014793 0.007836600
3380.8867451 1.510829993 0.009232700
3380.1104566 1.491112193 0.008490800
3379.3345245 1.490543293 0.009060000
3378.5589487 1.514110993 0.008850100
3377.7837287 1.521776893 0.008327900
3377.0088644 1.535082993 0.010565100
3376.2343555 1.533820793 0.010612100
3375.4603157 1.573091393 0.011741600
3374.6865169 1.572740393 0.011030200
3373.9130728 1.571695893 0.012369000
3373.1400969 1.575354793 0.011433000
3372.3673614 1.588943493 0.011292400
3371.5950935 1.605035193 0.012348800
3370.8231793 1.606671893 0.011606200
3370.0515048 1.604952193 0.011680800
3369.2802971 1.587625593 0.010387900
3368.5094423 1.629981193 0.011971300
3367.7389402 1.600348393 0.011563400
3366.9686770 1.606979093 0.010566100
3366.1988795 1.608049393 0.011058100
3365.4294338 1.606836393 0.010623500
3364.6603399 1.599900793 0.011019000
3363.8915974 1.602002493 0.009825500
3363.1232061 1.601529093 0.011173300
3362.3552788 1.590288993 0.010435500
3361.5875891 1.590345893 0.008851000
3360.8202499 1.591241893 0.009142700
3360.0532609 1.617430793 0.010857700
3359.2867347 1.596642293 0.010299500
3358.5204455 1.595838293 0.010849300
3357.7546184 1.597067293 0.011632300
3356.9890279 1.596502793 0.012263900
3356.2238991 1.598441093 0.011911600
3355.4590063 1.597947593 0.011789400
3354.6945747 1.666327693 0.012452600
3353.9304913 1.698896493 0.013759000
3353.1667558 1.706483093 0.014508800
3352.4032558 1.704989593 0.014092700
3351.6402156 1.703674193 0.012097000
3350.8775228 1.666894193 0.012707100
3350.1151770 1.663241893 0.010872600
3349.3531779 1.650187493 0.013589700
3348.5915255 1.639676593 0.012067200
3347.8302193 1.637204993 0.013210000
3347.0693713 1.653382193 0.013462000
3346.3087571 1.668494193 0.015337900
3345.5484885 1.688624593 0.014320300
3344.7885652 1.687849593 0.015303500
3344.0290989 1.687211893 0.014116400
3343.2698657 1.675205793 0.012171100
3342.5110889 1.667730393 0.014197900
3341.7525447 1.643795593 0.012259500
3340.9944564 1.638345793 0.012050500
3340.2367119 1.617629393 0.009778100
3339.4791995 1.639310893 0.012640500
3338.7221422 1.638778793 0.010256700
3337.9654280 1.645746693 0.012626800
3337.2090567 1.647135893 0.013037900
3336.4529168 1.666299893 0.013542800
3335.6972308 1.646024493 0.012315500
3334.9418870 1.629476393 0.011007400
3334.1868852 1.628753093 0.010718600
3333.4322252 1.646299393 0.011571600
3332.6780177 1.647984193 0.011729200
3331.9240405 1.672929693 0.012932200
3331.1704044 1.673735493 0.013212100
3330.4171091 1.669802793 0.013607700
3329.6642653 1.665546993 0.012688800
3328.9116510 1.654978593 0.010654300
3328.1594875 1.633672993 0.011967500
3327.4075532 1.637477893 0.011372500
3326.6560693 1.638978993 0.011201000
3325.9048141 1.633650593 0.011199000
3325.1540087 1.637574793 0.010247700
3324.4035422 1.640877493 0.010362400
3323.6533039 1.649064293 0.010815300
3322.9035145 1.712052993 0.012320500
3322.1540634 1.727274293 0.013510600
3321.4049503 1.725612993 0.014032400
3320.6561749 1.728262093 0.016104200
3319.9077371 1.726858893 0.014232000
3319.1596366 1.704047393 0.013068600
3318.4118731 1.676761493 0.011037300
3317.6644465 1.662303193 0.011670000
3316.9173565 1.662540993 0.010613200
3316.1707129 1.693964393 0.012487500
3315.4242954 1.691196293 0.012279500
3314.6782139 1.695174493 0.012507500
3313.9325778 1.693400593 0.013350700
3313.1871674 1.691786993 0.017034600
3312.4422020 1.699804793 0.014022800
3311.6974619 1.671817393 0.010612900
3310.9531661 1.670766293 0.010865600
3310.2090953 1.699489093 0.010558700
3309.4654684 1.692180293 0.013172500
3308.7221755 1.672576993 0.012209100
3307.9792164 1.690852793 0.012863500
3307.2364815 1.732663193 0.014534200
3306.4941893 1.732147393 0.012144900
3305.7522304 1.751097793 0.012883900
3305.0106043 1.751381493 0.015744900
3304.2693109 1.750938893 0.014738900
3303.5284591 1.747557293 0.015327800
3302.7878304 1.744502393 0.016713700
3302.0475336 1.702054593 0.013870900
3301.3075687 1.743588093 0.013841700
3300.5680443 1.740420693 0.014787200
3299.8287422 1.754589193 0.014141100
3299.0897712 1.743137393 0.014835100
3298.3512400 1.743199693 0.012990900
3297.6129305 1.740020193 0.012341600
3296.8750603 1.718553193 0.011511200
3296.1374115 1.719016393 0.011881500
3295.4002013 1.731723593 0.011540000
3294.6633208 1.732704193 0.012544200
3293.9267698 1.735084493 0.012089700
3293.1904396 1.734314593 0.012412500
3292.4545469 1.731826893 0.012430200
3291.7189831 1.679109393 0.010644400
3290.9837478 1.689253693 0.012785100
3290.2488409 1.689741893 0.011883600
3289.5142621 1.688985193 0.009912600
3288.7800113 1.687485893 0.011860500
3288.0461963 1.696616493 0.011845600
3287.3126006 1.712459293 0.012977800
3286.5793322 1.736557593 0.012529800
3285.8463908 1.731373193 0.014128200
3285.1138842 1.732157193 0.012440600
3284.3815963 1.734403393 0.011884800
3283.6497425 1.833745493 0.015328300
3282.9181071 1.822128993 0.014946800
3282.1869054 1.823549593 0.017123900
3281.4559216 1.825906493 0.017925500
3280.7253710 1.799685593 0.016127900
3279.9951456 1.799687293 0.014641000
3279.2652452 1.778294693 0.013692200
