# wavenumber_(/cm) absorbance absorbance_unc
3440.9639324 1.0540357 0.0054147
3440.1593399 1.0602631 0.0051747
3439.3552420 1.0718785 0.0050043
3438.5514016 1.0837339 0.0057952
3437.7479368 1.0833462 0.0050642
3436.9449656 1.1081350 0.0049705
3436.1422513 1.1199022 0.0058919
3435.3399119 1.1377111 0.0066135
3434.5380651 1.1193453 0.0055741
3433.7364746 1.1207621 0.0058029
3432.9353760 1.1253916 0.0066528
3432.1346512 1.1259783 0.0057905
3431.3341820 1.1269013 0.0054141
3430.5342038 1.1283367 0.0050628
3429.7345986 1.1294518 0.0058096
3428.9353660 1.1529894 0.0059642
3428.1365058 1.1639500 0.0056255
3427.3380178 1.1635771 0.0061188
3426.5399016 1.1642899 0.0058002
3425.7421571 1.1706561 0.0063112
3424.9447839 1.1859987 0.0059573
3424.1477818 1.1945307 0.0056476
3423.3511506 1.1971004 0.0058783
3422.5550071 1.2310560 0.0069096
3421.7591168 1.2499009 0.0068329
3420.9635965 1.2388958 0.0067288
3420.1685630 1.2503658 0.0059863
3419.3737820 1.2535951 0.0070431
3418.5794872 1.2525198 0.0068905
3417.7854446 1.2603515 0.0066015
3416.9918874 1.2627813 0.0071356
3416.1986987 1.3042110 0.0076505
3415.4057615 1.3037746 0.0068956
3414.6133089 1.3101843 0.0082336
3413.8212239 1.3516916 0.0079672
3413.0295064 1.3527637 0.0080530
3412.2381559 1.3503060 0.0085907
3411.4471724 1.3522793 0.0090319
3410.6565555 1.3272004 0.0087539
3409.8663049 1.3257318 0.0087309
3409.0764205 1.3477199 0.0089561
3408.2869020 1.3471898 0.0089501
3407.4978651 1.3496933 0.0093553
3406.7090775 1.3529963 0.0098902
3405.9206549 1.3482830 0.0070426
3405.1327132 1.3529720 0.0082840
3404.3450200 1.3703151 0.0077572
3403.5576912 1.3695181 0.0088990
3402.7708423 1.3870500 0.0083602
3401.9843571 1.3888824 0.0088688
3401.1981197 1.4214109 0.0094206
3400.4123612 1.4070344 0.0095610
3399.6269657 1.4440607 0.0106382
3398.8418175 1.4435015 0.0097464
3398.0571472 1.4437952 0.0101153
3397.2728392 1.4405779 0.0103878
3396.4888932 1.4448156 0.0087927
3395.7053089 1.4708758 0.0100776
3394.9220860 1.4400145 0.0087189
3394.1392244 1.4405488 0.0091513
3393.3567237 1.4581745 0.0078534
3392.5746989 1.4564385 0.0082615
3391.7929194 1.4558245 0.0085381
3391.0115001 1.4572127 0.0090925
3390.2304407 1.4585127 0.0085063
3389.4498560 1.4568385 0.0097008
3388.6695158 1.4701703 0.0105699
3387.8896497 1.4623170 0.0092933
3387.1100276 1.4620467 0.0085573
3386.3308790 1.4847914 0.0095370
3385.5520888 1.4985808 0.0095893
3384.7735421 1.4979785 0.0086501
3383.9954679 1.5072105 0.0092711
3383.2177513 1.5132638 0.0097773
3382.4403922 1.5126816 0.0094886
3381.6633902 1.5087632 0.0078366
3380.8867451 1.5125784 0.0092327
3380.1104566 1.4928606 0.0084908
3379.3345245 1.4922917 0.0090600
3378.5589487 1.5158594 0.0088501
3377.7837287 1.5235253 0.0083279
3377.0088644 1.5368314 0.0105651
3376.2343555 1.5355692 0.0106121
3375.4603157 1.5748398 0.0117416
3374.6865169 1.5744888 0.0110302
3373.9130728 1.5734443 0.0123690
3373.1400969 1.5771032 0.0114330
3372.3673614 1.5906919 0.0112924
3371.5950935 1.6067836 0.0123488
3370.8231793 1.6084203 0.0116062
3370.0515048 1.6067006 0.0116808
3369.2802971 1.5893740 0.0103879
3368.5094423 1.6317296 0.0119713
3367.7389402 1.6020968 0.0115634
3366.9686770 1.6087275 0.0105661
3366.1988795 1.6097978 0.0110581
3365.4294338 1.6085848 0.0106235
3364.6603399 1.6016492 0.0110190
3363.8915974 1.6037509 0.0098255
3363.1232061 1.6032775 0.0111733
3362.3552788 1.5920374 0.0104355
3361.5875891 1.5920943 0.0088510
3360.8202499 1.5929903 0.0091427
3360.0532609 1.6191792 0.0108577
3359.2867347 1.5983907 0.0102995
3358.5204455 1.5975867 0.0108493
3357.7546184 1.5988157 0.0116323
3356.9890279 1.5982512 0.0122639
3356.2238991 1.6001895 0.0119116
3355.4590063 1.5996960 0.0117894
3354.6945747 1.6680761 0.0124526
3353.9304913 1.7006449 0.0137590
3353.1667558 1.7082315 0.0145088
3352.4032558 1.7067380 0.0140927
3351.6402156 1.7054226 0.0120970
3350.8775228 1.6686426 0.0127071
3350.1151770 1.6649903 0.0108726
3349.3531779 1.6519359 0.0135897
3348.5915255 1.6414250 0.0120672
3347.8302193 1.6389534 0.0132100
3347.0693713 1.6551306 0.0134620
3346.3087571 1.6702426 0.0153379
3345.5484885 1.6903730 0.0143203
3344.7885652 1.6895980 0.0153035
3344.0290989 1.6889603 0.0141164
3343.2698657 1.6769542 0.0121711
3342.5110889 1.6694788 0.0141979
3341.7525447 1.6455440 0.0122595
3340.9944564 1.6400942 0.0120505
3340.2367119 1.6193778 0.0097781
3339.4791995 1.6410593 0.0126405
3338.7221422 1.6405272 0.0102567
3337.9654280 1.6474951 0.0126268
3337.2090567 1.6488843 0.0130379
3336.4529168 1.6680483 0.0135428
3335.6972308 1.6477729 0.0123155
3334.9418870 1.6312248 0.0110074
3334.1868852 1.6305015 0.0107186
3333.4322252 1.6480478 0.0115716
3332.6780177 1.6497326 0.0117292
3331.9240405 1.6746781 0.0129322
3331.1704044 1.6754839 0.0132121
3330.4171091 1.6715512 0.0136077
3329.6642653 1.6672954 0.0126888
3328.9116510 1.6567270 0.0106543
3328.1594875 1.6354214 0.0119675
3327.4075532 1.6392263 0.0113725
3326.6560693 1.6407274 0.0112010
3325.9048141 1.6353990 0.0111990
3325.1540087 1.6393232 0.0102477
3324.4035422 1.6426259 0.0103624
3323.6533039 1.6508127 0.0108153
3322.9035145 1.7138014 0.0123205
3322.1540634 1.7290227 0.0135106
3321.4049503 1.7273614 0.0140324
3320.6561749 1.7300105 0.0161042
3319.9077371 1.7286073 0.0142320
3319.1596366 1.7057958 0.0130686
3318.4118731 1.6785099 0.0110373
3317.6644465 1.6640516 0.0116700
3316.9173565 1.6642894 0.0106132
3316.1707129 1.6957128 0.0124875
3315.4242954 1.6929447 0.0122795
3314.6782139 1.6969229 0.0125075
3313.9325778 1.6951490 0.0133507
3313.1871674 1.6935354 0.0170346
3312.4422020 1.7015532 0.0140228
3311.6974619 1.6735658 0.0106129
3310.9531661 1.6725147 0.0108656
3310.2090953 1.7012375 0.0105587
3309.4654684 1.6939287 0.0131725
3308.7221755 1.6743254 0.0122091
3307.9792164 1.6926012 0.0128635
3307.2364815 1.7344116 0.0145342
3306.4941893 1.7338958 0.0121449
3305.7522304 1.7528462 0.0128839
3305.0106043 1.7531299 0.0157449
3304.2693109 1.7526873 0.0147389
3303.5284591 1.7493057 0.0153278
3302.7878304 1.7462508 0.0167137
3302.0475336 1.7038030 0.0138709
3301.3075687 1.7453365 0.0138417
3300.5680443 1.7421691 0.0147872
3299.8287422 1.7563376 0.0141411
3299.0897712 1.7448858 0.0148351
3298.3512400 1.7449481 0.0129909
3297.6129305 1.7417686 0.0123416
3296.8750603 1.7203016 0.0115112
3296.1374115 1.7207648 0.0118815
3295.4002013 1.7334720 0.0115400
3294.6633208 1.7344526 0.0125442
3293.9267698 1.7368329 0.0120897
3293.1904396 1.7360630 0.0124125
3292.4545469 1.7335753 0.0124302
3291.7189831 1.6808578 0.0106444
3290.9837478 1.6910021 0.0127851
3290.2488409 1.6914903 0.0118836
3289.5142621 1.6907336 0.0099126
3288.7800113 1.6892343 0.0118605
3288.0461963 1.6983649 0.0118456
3287.3126006 1.7142077 0.0129778
3286.5793322 1.7383060 0.0125298
3285.8463908 1.7331216 0.0141282
3285.1138842 1.7339056 0.0124406
3284.3815963 1.7361518 0.0118848
3283.6497425 1.8354939 0.0153283
3282.9181071 1.8238774 0.0149468
3282.1869054 1.8252980 0.0171239
3281.4559216 1.8276549 0.0179255
3280.7253710 1.8014340 0.0161279
3279.9951456 1.8014357 0.0146410
3279.2652452 1.7800431 0.0136922
3278.5355621 1.8025932 0.0163277
3277.8063111 1.7809556 0.0150296
3277.0773844 1.7799402 0.0131347
3276.3487819 1.8488503 0.0157388
3275.6205032 1.8505831 0.0168307
3274.8925483 1.7686478 0.0138296
3274.1650241 1.7452203 0.0122250
3273.4377158 1.7474545 0.0139561
3272.7107307 1.7470838 0.0148474
3271.9840683 1.7551752 0.0167016
3271.2578356 1.7567029 0.0154099
3270.5318182 1.7581641 0.0149527
3269.8061231 1.7570015 0.0149878
3269.0808567 1.7611236 0.0150929
3268.3558052 1.7559438 0.0146415
3267.6311821 1.7726555 0.0148241
3266.9068802 1.8109162 0.0171736
3266.1827926 1.8145503 0.0172086
3265.4591325 1.7509180 0.0126094
3264.7357931 1.7350651 0.0121286
3264.0127740 1.7361883 0.0140546
3263.2900752 1.7363408 0.0120942
3262.5676962 1.7383788 0.0136624
3261.8456371 1.8068252 0.0150766
3261.1238974 1.8426770 0.0134230
3260.4024771 1.8068128 0.0139855
3259.6813759 1.8075696 0.0149242
3258.9605936 1.7080664 0.0121346
3258.2401300 1.7078634 0.0102731
3257.5200910 1.7084887 0.0103752
3256.8002641 1.7038792 0.0111502
3256.0807552 1.7149687 0.0110921
3255.3616702 1.7341466 0.0101299
3254.6427968 1.7355107 0.0126653
3253.9243466 1.7353944 0.0120377
3253.2061078 1.7384724 0.0117864
3252.4882918 1.7380962 0.0113760
3251.7707924 1.7382099 0.0099033
3251.0536096 1.7169104 0.0117545
3250.3366374 1.7154610 0.0117380
3249.6200869 1.7116559 0.0107184
3248.9038523 1.6882658 0.0102778
3248.1879334 1.6652570 0.0108139
3247.4723299 1.6690825 0.0117523
3246.7570417 1.6867110 0.0120659
3246.0420684 1.7417334 0.0134259
3245.3274100 1.7419968 0.0155778
3244.6131715 1.7462424 0.0124590
3243.8991421 1.7558351 0.0113623
3243.1854269 1.7415387 0.0116764
3242.4721308 1.7358659 0.0119118
3241.7590433 1.7594201 0.0125218
3241.0462694 1.7571773 0.0112175
3240.3339138 1.7380706 0.0125308
3239.6218713 1.7448211 0.0106107
3238.9100368 1.7432240 0.0110001
3238.1986199 1.6936895 0.0103588
3237.4875154 1.6947344 0.0124806
3236.7766185 1.7174446 0.0120345
3236.0661383 1.6949142 0.0117088
3235.3559700 1.7189403 0.0107973
3234.6461134 1.7178329 0.0101625
3233.9365681 1.7085873 0.0109693
3233.2273341 1.6796217 0.0097941
3232.5184111 1.7071147 0.0102915
3231.8097989 1.7060644 0.0101769
3231.1014974 1.7216033 0.0100745
3230.3935062 1.7198720 0.0114405
3229.6859295 1.7215268 0.0119357
3228.9785585 1.7291782 0.0124026
3228.2714972 1.7133959 0.0126023
3227.5648498 1.7145034 0.0114059
3226.8584075 1.7128722 0.0095511
3226.1523784 1.7122715 0.0117264
3225.4465542 1.7069354 0.0101230
3224.7411428 1.7047008 0.0111063
3224.0360398 1.6751622 0.0101969
3223.3311413 1.6731034 0.0095356
3222.6266547 1.6824352 0.0108953
3221.9224760 1.6754006 0.0108880
3221.2186050 1.6584606 0.0107829
3220.5150415 1.6434493 0.0090586
3219.8117853 1.6406245 0.0089005
3219.1088361 1.6389353 0.0089719
