wavelength (μm), optical depth
7.715296429313549, 0.0040258549254861276
7.758509473595298, 0.004068055164042544
7.801722517877048, 0.0041102554025989335
7.844935562158797, 0.004152455641155323
7.888148606440548, 0.004194655879711712
7.931361650722298, 0.004236856118268129
7.978267446060852, 0.007638195345913701
8.014194197153454, 0.015770469044630503
8.04025238409579, 0.030401004023233924
8.075501638065598, 0.044705179833708586
8.108068218607723, 0.06203021070076378
8.161601241712784, 0.10921723865941851
8.190785618289077, 0.12912230371790434
8.225891310233084, 0.14839622786407625
8.254765425924932, 0.16729227526715273
8.282101703372986, 0.1851610830720729
8.306115114644392, 0.2031822080217524
8.318041055515842, 0.22120362807799532
8.34239708944203, 0.23795264700200758
8.366118568185142, 0.2572876027664478
8.389880647419204, 0.27688988939444664
8.410281262764524, 0.29511542771686206
8.430056141096637, 0.3121221238550898
8.449075931108318, 0.3282554942772187
8.46902913559136, 0.3456401428766731
8.489382003736285, 0.3632995040680288
8.509165884785958, 0.38145967339346465
8.528200172680458, 0.3994505850521366
8.547425388338251, 0.4179360250474844
8.56722072739209, 0.4375642511566399
8.587016066445928, 0.45719247726579526
8.606810996285333, 0.47676827277553213
8.626606744553605, 0.4964489294841061
8.64640249282188, 0.51612958619268
8.666197422661284, 0.5357053817024169
8.685989078785212, 0.5548617324168054
8.706061134485571, 0.5739921418590076
8.722290286661272, 0.5920964095697325
8.738136604118708, 0.6090861616727823
8.75398343309419, 0.6261414520251053
8.769829239033584, 0.6430656658788819
8.785677091045152, 0.6602520327297512
8.801524431538676, 0.6773728613313474
8.817371260514157, 0.6944281516836704
8.833216043417465, 0.7112212890389007
8.848712443185875, 0.7285484709049066
8.868476151312986, 0.7468895335273178
8.8847054496367, 0.7650125264521208
8.900553301648266, 0.7821988933029901
8.916405245804178, 0.799909566148045
8.932260259068348, 0.818013468488739
8.948115272332519, 0.8361173708294332
8.963973866222991, 0.8546800409150397
8.97983194859542, 0.8731771727513729
8.995681846679158, 0.890625692599335
9.011173091919597, 0.9072924505688185
9.030640933513713, 0.9236777506535248
9.050410492058178, 0.9400028489993113
9.070926150820322, 0.9575476781038272
9.091191472652168, 0.9744762078910927
9.11436892688202, 0.9925756955677933
9.134686874893713, 1.0106955217284508
9.157828462681955, 1.0291342286132976
9.181586730605108, 1.0482481910310257
9.203290140281208, 1.06561761364041
9.238554194173062, 1.0818180294631892
9.271648900044095, 1.0996984623588006
9.303901887930547, 1.1166502643364462
9.338000763898794, 1.1332453388964554
9.37095071016363, 1.1506720063927232
9.405254313706306, 1.1638901591893211
9.448958119887255, 1.1675959432882008
9.493525477940594, 1.1733829561672613
9.535463447245796, 1.1778328143799972
9.578715552905383, 1.182879753653961
9.62192803916745, 1.182850457620583
9.665107602268197, 1.178602881543076
9.708286049329576, 1.1742123129217001
9.751466728469689, 1.170107729388062
9.797431466284298, 1.1674189566775903
9.837809114080681, 1.159467689075016
9.88093315422293, 1.148106233940037
9.924056636345496, 1.1366732825331238
9.967180397477904, 1.1252760792621779
10.010300810492211, 1.1134498983596253
10.053399739748707, 1.0988711109875988
10.096499506034728, 1.084399568023474
10.139597040242016, 1.0696420399716116
10.182689273262312, 1.0542052973363722
10.225779832223559, 1.0385540658853298
10.26886955415528, 1.0227955900263859
10.31195453291969, 1.0064293958559998
10.355043696831729, 0.9905994237251214
10.397195467392766, 0.9745063851720734
10.436449223564852, 0.9567184509880071
10.473318905672018, 0.9387488221336291
10.51081694731214, 0.9218146134865102
10.547693413763879, 0.9047142287803869
10.586020906140703, 0.888089202503074
10.624338738903113, 0.87022653812896
10.660380318168492, 0.8521204259405799
10.695600381508637, 0.8347217791018207
10.730819762824726, 0.8172357479306972
10.766037439080673, 0.7995312559286631
10.801254092300532, 0.7816956874280827
10.83646392527982, 0.7629862756038598
10.871672735223017, 0.7441457872810905
10.90688290921433, 0.7254800676230496
10.942097516362018, 0.7073823461253763
10.977312123509705, 0.6892846246277037
11.011839330645579, 0.6719367033282191
11.044516306811174, 0.6543890768594046
11.079043854959078, 0.6370848477261026
11.114258803118794, 0.6190308183946115
11.149476820386766, 0.6013700185587596
11.184694155630684, 0.5836218343905434
11.219905693670112, 0.565130883397231
11.254424535981517, 0.5467112189625734
11.287096096073714, 0.52846965808969
11.320934278375756, 0.5116633566671739
11.353607643825754, 0.4936531072623136
11.3881299965551, 0.4756832151265896
11.423320484852027, 0.45449526587530775
11.451437980658703, 0.44222545932446
11.51727003393829, 0.411863209765702
11.537466201187945, 0.3913330179123523
11.602415727457887, 0.35386118851262105
11.638186640540354, 0.3325340915159195
11.669208547421205, 0.31622910222320266
11.698319908835145, 0.2984116020318324
11.724085839943552, 0.283985690255411
11.796233754863767, 0.24988913367044685
11.834041417477984, 0.22847336513314753
11.870083965935445, 0.21049143068023218
11.908409423008896, 0.19360563115844293
11.948493774487378, 0.1762735273365416
11.978894256366157, 0.1645363804674016
