# wavelength_(/cm) continuum_(mJy)
3.4009859 0.508616960
3.4016619 0.508703530
3.4023379 0.508790030
3.4030139 0.508876450
3.4036898 0.508962800
3.4043658 0.509049070
3.4050418 0.509135260
3.4057177 0.509221380
3.4063937 0.509307430
3.4070696 0.509393390
3.4077456 0.509479290
3.4084215 0.509565110
3.4090975 0.509650850
3.4097734 0.509736520
3.4104493 0.509822120
3.4111252 0.509907640
3.4118012 0.509993090
3.4124771 0.510078460
3.4131530 0.510163770
3.4138289 0.510249000
3.4145048 0.510334150
3.4151807 0.510419240
3.4158565 0.510504250
3.4165324 0.510589190
3.4172083 0.510674060
3.4178842 0.510758850
3.4185600 0.510843580
3.4192359 0.510928230
3.4199118 0.511012810
3.4205876 0.511097320
3.4212634 0.511181760
3.4219393 0.511266130
3.4226151 0.511350430
3.4232910 0.511434660
3.4239668 0.511518820
3.4246426 0.511602910
3.4253184 0.511686930
3.4259942 0.511770880
3.4266700 0.511854760
3.4273458 0.511938570
3.4280216 0.512022310
3.4286974 0.512105990
3.4293732 0.512189600
3.4300490 0.512273130
3.4307247 0.512356600
3.4314005 0.512440010
3.4320763 0.512523340
3.4327520 0.512606610
3.4334278 0.512689810
3.4341035 0.512772940
3.4347793 0.512856010
3.4354550 0.512939010
3.4361308 0.513021940
3.4368065 0.513104800
3.4374822 0.513187610
3.4381579 0.513270340
3.4388336 0.513353010
3.4395094 0.513435610
3.4401851 0.513518150
3.4408608 0.513600620
3.4415365 0.513683030
3.4422121 0.513765370
3.4428878 0.513847650
3.4435635 0.513929860
3.4442392 0.514012010
3.4449148 0.514094100
3.4455905 0.514176120
3.4462662 0.514258080
3.4469418 0.514339970
3.4476175 0.514421800
3.4482931 0.514503570
3.4489687 0.514585270
3.4496444 0.514666910
3.4503200 0.514748490
3.4509956 0.514830010
3.4516712 0.514911460
3.4523469 0.514992860
3.4530225 0.515074190
3.4536981 0.515155450
3.4543737 0.515236660
3.4550493 0.515317810
3.4557248 0.515398890
3.4564004 0.515479910
3.4570760 0.515560870
3.4577516 0.515641770
3.4584271 0.515722620
3.4591027 0.515803400
3.4597783 0.515884120
3.4604538 0.515964780
3.4611294 0.516045380
3.4618049 0.516125920
3.4624804 0.516206400
3.4631560 0.516286820
3.4638315 0.516367180
3.4645070 0.516447480
3.4651825 0.516527730
3.4658580 0.516607910
3.4665336 0.516688040
3.4672091 0.516768110
3.4678846 0.516848120
3.4685600 0.516928070
3.4692355 0.517007970
3.4699110 0.517087800
3.4705865 0.517167580
3.4712620 0.517247300
3.4719374 0.517326970
3.4726129 0.517406580
3.4732883 0.517486130
3.4739638 0.517565620
3.4746392 0.517645060
3.4753147 0.517724440
3.4759901 0.517803760
3.4766655 0.517883030
3.4773410 0.517962240
3.4780164 0.518041400
3.4786918 0.518120500
3.4793672 0.518199550
3.4800426 0.518278540
3.4807180 0.518357470
3.4813934 0.518436350
3.4820688 0.518515180
3.4827442 0.518593950
3.4834196 0.518672670
3.4840949 0.518751330
3.4847703 0.518829930
3.4854457 0.518908490
3.4861210 0.518986990
3.4867964 0.519065430
3.4874717 0.519143830
3.4881471 0.519222160
3.4888224 0.519300450
3.4894978 0.519378680
3.4901731 0.519456860
3.4908484 0.519534990
3.4915237 0.519613060
3.4921990 0.519691080
3.4928744 0.519769050
3.4935497 0.519846970
3.4942250 0.519924830
3.4949003 0.520002640
3.4955755 0.520080410
3.4962508 0.520158110
3.4969261 0.520235770
3.4976014 0.520313380
3.4982766 0.520390930
3.4989519 0.520468440
3.4996272 0.520545890
3.5003024 0.520623290
3.5009777 0.520700640
3.5016529 0.520777940
3.5023282 0.520855190
3.5030034 0.520932390
3.5036786 0.521009540
3.5043538 0.521086640
3.5050291 0.521163690
3.5057043 0.521240690
3.5063795 0.521317640
3.5070547 0.521394550
3.5077299 0.521471400
3.5084051 0.521548200
3.5090803 0.521624950
3.5097554 0.521701660
3.5104306 0.521778320
3.5111058 0.521854920
3.5117810 0.521931480
3.5124561 0.522007990
3.5131313 0.522084460
3.5138064 0.522160870
3.5144816 0.522237240
3.5151567 0.522313560
3.5158319 0.522389830
3.5165070 0.522466060
3.5171821 0.522542230
3.5178572 0.522618360
3.5185324 0.522694440
3.5192075 0.522770480
3.5198826 0.522846470
3.5205577 0.522922410
3.5212328 0.522998310
3.5219079 0.523074150
3.5225830 0.523149960
3.5232580 0.523225710
3.5239331 0.523301420
3.5246082 0.523377090
3.5252832 0.523452710
3.5259583 0.523528280
3.5266334 0.523603810
3.5273084 0.523679290
3.5279835 0.523754720
3.5286585 0.523830120
3.5293335 0.523905460
3.5300086 0.523980760
3.5306836 0.524056020
3.5313586 0.524131230
3.5320336 0.524206400
3.5327086 0.524281520
3.5333836 0.524356600
3.5340586 0.524431630
3.5347336 0.524506620
3.5354086 0.524581570
3.5360836 0.524656470
3.5367586 0.524731330
3.5374336 0.524806140
3.5381085 0.524880920
3.5387835 0.524955640
3.5394585 0.525030330
3.5401334 0.525104970
3.5408084 0.525179570
3.5414833 0.525254130
3.5421583 0.525328640
3.5428332 0.525403110
3.5435081 0.525477540
3.5441831 0.525551920
3.5448580 0.525626260
3.5455329 0.525700570
3.5462078 0.525774820
3.5468827 0.525849040
3.5475576 0.525923220
3.5482325 0.525997350
3.5489074 0.526071440
3.5495823 0.526145490
3.5502571 0.526219500
3.5509320 0.526293470
3.5516069 0.526367390
3.5522818 0.526441280
3.5529566 0.526515120
3.5536315 0.526588920
3.5543063 0.526662690
3.5549812 0.526736410
3.5556560 0.526810090
3.5563308 0.526883730
3.5570057 0.526957330
3.5576805 0.527030890
3.5583553 0.527104410
3.5590301 0.527177890
3.5597049 0.527251330
3.5603797 0.527324730
3.5610545 0.527398090
3.5617293 0.527471410
3.5624041 0.527544690
3.5630789 0.527617930
3.5637537 0.527691140
3.5644284 0.527764300
3.5651032 0.527837420
3.5657780 0.527910510
3.5664527 0.527983560
3.5671275 0.528056560
3.5678022 0.528129530
3.5684770 0.528202460
3.5691517 0.528275360
3.5698264 0.528348210
3.5705012 0.528421020
3.5711759 0.528493800
3.5718506 0.528566540
3.5725253 0.528639240
3.5732000 0.528711910
3.5738747 0.528784530
3.5745494 0.528857120
3.5752241 0.528929670
3.5758988 0.529002180
3.5765735 0.529074660
3.5772482 0.529147100
3.5779228 0.529219500
3.5785975 0.529291860
3.5792722 0.529364190
3.5799468 0.529436480
3.5806215 0.529508730
3.5812961 0.529580950
3.5819708 0.529653130
3.5826454 0.529725270
3.5833200 0.529797370
3.5839947 0.529869440
3.5846693 0.529941480
3.5853439 0.530013480
3.5860185 0.530085440
3.5866931 0.530157360
3.5873677 0.530229250
3.5880423 0.530301110
3.5887169 0.530372920
3.5893915 0.530444710
3.5900661 0.530516450
3.5907406 0.530588160
3.5914152 0.530659840
3.5920898 0.530731480
3.5927643 0.530803090
3.5934389 0.530874660
3.5941134 0.530946190
3.5947880 0.531017690
3.5954625 0.531089160
3.5961371 0.531160590
3.5968116 0.531231980
3.5974861 0.531303340
3.5981606 0.531374670
3.5988352 0.531445960
3.5995097 0.531517220
3.6001842 0.531588440
3.6008587 0.531659630
3.6015332 0.531730790
3.6022077 0.531801910
3.6028821 0.531872990
3.6035566 0.531944050
3.6042311 0.532015060
3.6049056 0.532086050
3.6055800 0.532157000
3.6062545 0.532227920
3.6069289 0.532298800
3.6076034 0.532369650
3.6082778 0.532440470
3.6089523 0.532511260
3.6096267 0.532582010
3.6103011 0.532652730
3.6109756 0.532723410
3.6116500 0.532794060
3.6123244 0.532864680
3.6129988 0.532935270
3.6136732 0.533005820
3.6143476 0.533076340
3.6150220 0.533146830
3.6156964 0.533217290
3.6163708 0.533287710
3.6170452 0.533358100
3.6177195 0.533428460
3.6183939 0.533498780
3.6190683 0.533569080
3.6197426 0.533639340
3.6204170 0.533709570
3.6210913 0.533779770
3.6217657 0.533849930
3.6224400 0.533920070
3.6231143 0.533990170
3.6237887 0.534060240
3.6244630 0.534130280
3.6251373 0.534200290
3.6258116 0.534270260
3.6264859 0.534340210
3.6271602 0.534410120
3.6278345 0.534480000
3.6285088 0.534549850
3.6291831 0.534619670
3.6298574 0.534689460
3.6305317 0.534759220
3.6312059 0.534828940
3.6318802 0.534898640
3.6325545 0.534968300
3.6332287 0.535037940
3.6339030 0.535107540
3.6345772 0.535177110
3.6352515 0.535246650
3.6359257 0.535316160
3.6365999 0.535385640
3.6372742 0.535455090
3.6379484 0.535524510
3.6386226 0.535593900
3.6392968 0.535663260
3.6399710 0.535732590
3.6406452 0.535801890
3.6413194 0.535871160
3.6419936 0.535940400
3.6426678 0.536009610
3.6433420 0.536078790
3.6440161 0.536147940
3.6446903 0.536217060
3.6453645 0.536286150
3.6460386 0.536355210
3.6467128 0.536424240
3.6473870 0.536493240
3.6480611 0.536562210
3.6487352 0.536631150
3.6494094 0.536700070
3.6500835 0.536768950
3.6507576 0.536837810
3.6514318 0.536906630
3.6521059 0.536975430
3.6527800 0.537044190
3.6534541 0.537112930
3.6541282 0.537181640
3.6548023 0.537250320
3.6554764 0.537318970
3.6561505 0.537387590
3.6568245 0.537456190
3.6574986 0.537524750
3.6581727 0.537593290
3.6588467 0.537661800
3.6595208 0.537730270
3.6601949 0.537798720
3.6608689 0.537867150
3.6615430 0.537935540
3.6622170 0.538003900
3.6628910 0.538072240
3.6635651 0.538140550
3.6642391 0.538208830
3.6649131 0.538277080
3.6655871 0.538345300
3.6662611 0.538413500
3.6669351 0.538481670
3.6676091 0.538549810
3.6682831 0.538617920
3.6689571 0.538686000
3.6696311 0.538754060
3.6703051 0.538822080
3.6709790 0.538890080
3.6716530 0.538958060
3.6723270 0.539026000
3.6730009 0.539093920
3.6736749 0.539161810
3.6743488 0.539229670
3.6750228 0.539297500
3.6756967 0.539365310
3.6763707 0.539433090
3.6770446 0.539500840
3.6777185 0.539568560
3.6783924 0.539636260
3.6790663 0.539703930
3.6797402 0.539771570
3.6804142 0.539839190
3.6810881 0.539906770
3.6817619 0.539974330
3.6824358 0.540041870
3.6831097 0.540109370
3.6837836 0.540176850
3.6844575 0.540244310
3.6851313 0.540311730
3.6858052 0.540379130
3.6864791 0.540446500
3.6871529 0.540513850
3.6878268 0.540581160
3.6885006 0.540648450
3.6891744 0.540715720
3.6898483 0.540782960
3.6905221 0.540850170
3.6911959 0.540917350
3.6918697 0.540984510
3.6925435 0.541051640
3.6932174 0.541118740
3.6938912 0.541185820
3.6945649 0.541252870
3.6952387 0.541319900
3.6959125 0.541386900
3.6965863 0.541453870
3.6972601 0.541520810
3.6979339 0.541587730
3.6986076 0.541654630
3.6992814 0.541721490
3.6999551 0.541788330
3.7006289 0.541855150
3.7013026 0.541921940
3.7019764 0.541988700
3.7026501 0.542055440
3.7033238 0.542122150
3.7039976 0.542188830
3.7046713 0.542255490
3.7053450 0.542322120
3.7060187 0.542388720
3.7066924 0.542455300
3.7073661 0.542521860
3.7080398 0.542588380
3.7087135 0.542654890
3.7093872 0.542721360
3.7100609 0.542787810
3.7107346 0.542854240
3.7114082 0.542920640
3.7120819 0.542987010
3.7127556 0.543053360
3.7134292 0.543119680
3.7141029 0.543185970
3.7147765 0.543252240
3.7154501 0.543318490
3.7161238 0.543384710
3.7167974 0.543450900
3.7174710 0.543517070
3.7181447 0.543583210
3.7188183 0.543649320
3.7194919 0.543715410
3.7201655 0.543781480
3.7208391 0.543847520
3.7215127 0.543913530
3.7221863 0.543979520
3.7228599 0.544045490
3.7235334 0.544111420
3.7242070 0.544177340
3.7248806 0.544243220
3.7255541 0.544309080
3.7262277 0.544374920
3.7269013 0.544440730
3.7275748 0.544506520
3.7282483 0.544572280
3.7289219 0.544638010
3.7295954 0.544703720
3.7302689 0.544769410
3.7309425 0.544835070
3.7316160 0.544900700
3.7322895 0.544966310
3.7329630 0.545031890
3.7336365 0.545097450
3.7343100 0.545162990
3.7349835 0.545228490
3.7356570 0.545293980
3.7363305 0.545359440
3.7370040 0.545424870
3.7376774 0.545490280
3.7383509 0.545555660
3.7390244 0.545621020
3.7396978 0.545686350
3.7403713 0.545751660
3.7410447 0.545816940
3.7417182 0.545882200
3.7423916 0.545947430
3.7430650 0.546012640
3.7437385 0.546077820
3.7444119 0.546142980
3.7450853 0.546208110
3.7457587 0.546273220
3.7464321 0.546338300
3.7471055 0.546403360
3.7477789 0.546468390
3.7484523 0.546533400
3.7491257 0.546598380
3.7497991 0.546663340
3.7504725 0.546728270
3.7511458 0.546793180
3.7518192 0.546858060
3.7524926 0.546922920
3.7531659 0.546987750
3.7538393 0.547052560
3.7545126 0.547117340
3.7551860 0.547182100
3.7558593 0.547246830
3.7565326 0.547311540
3.7572060 0.547376230
3.7578793 0.547440880
3.7585526 0.547505520
3.7592259 0.547570130
3.7598992 0.547634710
3.7605725 0.547699270
3.7612458 0.547763810
3.7619191 0.547828320
3.7625924 0.547892800
3.7632657 0.547957260
3.7639389 0.548021690
3.7646122 0.548086100
3.7652855 0.548150490
3.7659587 0.548214850
3.7666320 0.548279190
3.7673052 0.548343500
3.7679785 0.548407780
3.7686517 0.548472040
3.7693250 0.548536280
3.7699982 0.548600490
3.7706714 0.548664680
3.7713446 0.548728840
3.7720179 0.548792980
3.7726911 0.548857090
3.7733643 0.548921170
3.7740375 0.548985240
3.7747107 0.549049270
3.7753839 0.549113290
3.7760570 0.549177270
3.7767302 0.549241230
3.7774034 0.549305170
3.7780766 0.549369080
3.7787497 0.549432970
3.7794229 0.549496840
3.7800960 0.549560670
3.7807692 0.549624490
3.7814423 0.549688270
3.7821155 0.549752040
3.7827886 0.549815780
3.7834617 0.549879490
3.7841349 0.549943180
3.7848080 0.550006840
3.7854811 0.550070480
3.7861542 0.550134090
3.7868273 0.550197680
3.7875004 0.550261240
3.7881735 0.550324780
3.7888466 0.550388290
3.7895197 0.550451780
3.7901928 0.550515240
3.7908658 0.550578680
3.7915389 0.550642100
3.7922120 0.550705480
3.7928850 0.550768850
3.7935581 0.550832180
3.7942311 0.550895500
3.7949042 0.550958780
3.7955772 0.551022050
3.7962502 0.551085280
3.7969233 0.551148500
3.7975963 0.551211680
3.7982693 0.551274840
3.7989423 0.551337980
3.7996153 0.551401090
3.8002883 0.551464180
3.8006599 0.551499000
3.8009613 0.551527240
3.8016343 0.551590270
3.8016641 0.551593060
3.8023073 0.551653280
3.8026681 0.551687050
3.8029803 0.551716270
3.8036533 0.551779230
3.8036721 0.551780990
3.8043262 0.551842160
3.8046761 0.551874870
3.8049992 0.551905070
3.8056722 0.551967960
3.8056800 0.551968690
3.8063451 0.552030810
3.8066840 0.552062460
3.8070181 0.552093650
3.8076880 0.552156170
3.8076910 0.552156460
3.8083640 0.552219240
3.8086920 0.552249830
3.8090369 0.552281990
3.8096960 0.552343430
3.8097098 0.552344730
3.8103828 0.552407430
3.8106999 0.552436980
3.8110557 0.552470110
3.8117039 0.552530470
3.8117286 0.552532770
3.8124015 0.552595400
3.8127079 0.552623900
3.8130744 0.552658000
3.8137119 0.552717280
3.8137473 0.552720580
3.8144202 0.552783130
3.8147161 0.552810630
3.8157201 0.552903900
3.8167241 0.552997110
3.8177280 0.553090260
3.8187320 0.553183360
3.8197360 0.553276400
3.8207400 0.553369390
3.8217440 0.553462320
3.8227479 0.553555190
3.8237519 0.553648010
3.8247559 0.553740770
3.8257599 0.553833480
3.8267641 0.553926140
3.8277681 0.554018730
3.8287721 0.554111270
3.8297760 0.554203740
3.8307800 0.554296160
3.8317840 0.554388530
3.8327880 0.554480830
3.8337920 0.554573080
3.8347960 0.554665270
3.8357999 0.554757400
3.8368039 0.554849480
3.8378079 0.554941490
3.8388121 0.555033470
3.8398161 0.555125380
3.8408201 0.555217220
3.8418241 0.555309010
3.8428280 0.555400730
3.8438320 0.555492400
3.8448360 0.555584010
3.8458400 0.555675560
3.8468440 0.555767060
3.8478479 0.555858490
3.8488519 0.555949870
3.8498559 0.556041190
3.8508601 0.556132470
3.8518641 0.556223660
3.8528681 0.556314800
3.8538721 0.556405890
3.8548760 0.556496910
3.8558800 0.556587870
3.8568840 0.556678770
3.8578880 0.556769610
3.8588920 0.556860390
3.8598959 0.556951120
3.8608999 0.557041780
3.8619039 0.557132380
3.8629079 0.557222920
3.8639121 0.557313420
3.8649161 0.557403840
3.8659201 0.557494200
3.8669240 0.557584500
3.8679280 0.557674740
3.8689320 0.557764910
3.8699360 0.557855030
3.8709400 0.557945080
3.8719440 0.558035070
3.8729479 0.558125000
3.8739519 0.558214870
3.8749559 0.558304680
3.8759601 0.558394450
3.8769641 0.558484130
3.8779681 0.558573750
3.8789721 0.558663310
3.8799760 0.558752800
3.8809800 0.558842230
3.8819840 0.558931600
3.8829880 0.559020910
3.8839920 0.559110150
3.8849959 0.559199330
3.8859999 0.559288450
3.8870039 0.559377500
3.8880081 0.559466510
3.8890121 0.559555440
3.8900161 0.559644300
3.8910201 0.559733090
3.8920240 0.559821830
3.8930280 0.559910490
3.8940320 0.559999100
3.8950360 0.560087640
3.8960400 0.560176110
3.8970439 0.560264520
3.8980479 0.560352860
3.8990519 0.560441140
3.9000559 0.560529350
3.9010601 0.560617520
3.9020641 0.560705600
3.9030681 0.560793610
3.9040720 0.560881560
3.9050760 0.560969440
3.9060800 0.561057260
3.9070840 0.561145000
3.9080880 0.561232690
3.9090919 0.561320300
3.9100959 0.561407850
3.9110999 0.561495330
3.9121039 0.561582740
3.9131081 0.561670100
3.9141121 0.561757380
3.9151161 0.561844590
3.9161201 0.561931730
3.9166927 0.561981400
3.9171240 0.562018800
3.9173641 0.562039610
3.9180357 0.562097810
3.9181280 0.562105800
3.9187074 0.562155970
3.9191320 0.562192730
3.9193788 0.562214090
3.9200504 0.562272200
3.9201360 0.562279600
3.9207220 0.562330270
3.9211400 0.562366390
3.9213934 0.562388290
3.9220648 0.562446290
3.9221439 0.562453120
3.9227362 0.562504250
3.9231479 0.562539780
3.9234078 0.562562200
3.9240794 0.562620120
3.9241519 0.562626360
3.9247508 0.562677980
3.9251561 0.562712900
3.9254222 0.562735820
3.9260938 0.562793640
3.9261601 0.562799350
3.9267654 0.562851440
3.9271641 0.562885730
3.9274368 0.562909180
3.9281082 0.562966890
3.9281681 0.562972030
3.9287796 0.563024570
3.9291720 0.563058270
3.9294512 0.563082240
3.9301226 0.563139850
3.9307942 0.563197460
3.9314656 0.563255010
3.9321370 0.563312530
3.9328084 0.563370010
3.9334798 0.563427470
3.9341512 0.563484890
3.9348226 0.563542290
3.9354939 0.563599650
3.9361653 0.563656970
3.9368367 0.563714270
3.9375081 0.563771530
3.9381795 0.563828760
3.9388509 0.563885960
3.9395223 0.563943120
3.9401937 0.564000260
3.9408650 0.564057360
3.9415364 0.564114420
3.9422076 0.564171440
3.9428790 0.564228440
3.9435503 0.564285410
3.9442215 0.564342330
3.9448929 0.564399230
3.9455640 0.564456080
3.9462354 0.564512920
3.9469066 0.564569700
3.9475780 0.564626470
3.9482493 0.564683210
3.9489205 0.564739890
3.9495919 0.564796560
3.9502630 0.564853180
3.9509344 0.564909780
3.9516056 0.564966330
3.9522769 0.565022870
3.9529481 0.565079350
3.9536192 0.565135800
3.9542906 0.565192240
3.9549618 0.565248620
3.9556329 0.565304970
3.9563043 0.565361300
3.9569755 0.565417580
3.9576464 0.565473800
3.9583175 0.565530010
3.9589889 0.565586210
3.9596601 0.565642350
3.9603312 0.565698460
3.9610023 0.565754530
3.9616735 0.565810570
3.9623446 0.565866580
3.9630158 0.565922550
3.9636869 0.565978480
3.9643581 0.566034380
3.9650292 0.566090250
3.9657004 0.566146080
3.9663715 0.566201870
3.9670427 0.566257640
3.9677138 0.566313360
3.9683847 0.566369030
3.9690559 0.566424690
3.9697270 0.566480310
3.9703979 0.566535870
3.9710689 0.566591400
3.9717400 0.566646910
3.9724112 0.566702390
3.9730821 0.566757810
3.9737532 0.566813220
3.9744244 0.566868590
3.9750953 0.566923910
3.9757662 0.566979190
3.9764373 0.567034450
3.9771085 0.567089680
3.9777794 0.567144850
3.9784503 0.567199980
3.9791214 0.567255100
3.9797924 0.567310170
3.9804633 0.567365190
3.9811344 0.567420200
3.9818053 0.567475160
3.9824760 0.567530050
3.9831471 0.567584950
3.9838181 0.567639800
3.9844890 0.567694600
3.9851599 0.567749370
3.9858308 0.567804110
3.9865017 0.567858800
3.9871726 0.567913460
3.9878435 0.567968090
3.9885144 0.568022670
3.9891853 0.568077220
3.9898562 0.568131730
3.9905272 0.568186200
3.9911981 0.568240640
3.9918690 0.568295030
3.9925399 0.568349400
3.9932108 0.568403720
3.9938817 0.568458000
3.9945521 0.568512210
3.9952230 0.568566420
3.9958940 0.568620590
3.9965649 0.568674730
3.9972355 0.568728800
3.9979062 0.568782840
3.9985771 0.568836860
3.9992480 0.568890840
3.9999189 0.568944780
4.0005894 0.568998650
4.0012603 0.569052510
4.0019312 0.569106340
4.0026021 0.569160130
4.0032730 0.569213880
4.0039434 0.569267550
4.0046144 0.569321220
4.0052853 0.569374850
4.0059557 0.569428410
4.0066266 0.569481960
4.0072975 0.569535480
4.0079679 0.569588910
4.0086384 0.569642310
4.0093093 0.569695710
4.0099802 0.569749070
4.0106506 0.569802350
4.0113215 0.569855630
4.0119925 0.569908860
4.0126629 0.569962030
4.0133333 0.570015150
4.0139718 0.570065700
4.0146422 0.570118740
4.0153131 0.570171780
4.0159836 0.570224750
4.0166545 0.570277710
4.0173249 0.570330590
4.0179958 0.570383470
4.0186663 0.570436270
4.0193367 0.570489030
4.0200076 0.570541790
4.0206780 0.570594470
4.0213485 0.570647110
4.0220194 0.570699750
4.0226898 0.570752310
4.0233603 0.570804820
4.0240312 0.570857340
4.0247016 0.570909770
4.0253720 0.570962160
4.0260425 0.571014520
4.0267134 0.571066870
4.0273838 0.571119130
4.0280542 0.571171360
4.0287247 0.571223550
4.0293956 0.571275730
4.0300660 0.571327830
4.0307364 0.571379890
4.0314069 0.571431910
4.0320773 0.571483890
4.0327477 0.571535830
4.0334182 0.571587720
4.0340886 0.571639570
4.0347595 0.571691420
4.0354300 0.571743180
4.0361004 0.571794910
4.0367708 0.571846590
4.0374408 0.571898190
4.0381112 0.571949790
4.0387816 0.572001340
4.0394521 0.572052850
4.0401225 0.572104320
4.0407929 0.572155740
4.0414634 0.572207120
4.0421333 0.572258430
4.0428038 0.572309720
4.0434742 0.572360970
4.0441446 0.572412180
4.0448151 0.572463350
4.0454855 0.572514470
4.0461559 0.572565550
4.0468264 0.572616580
4.0474963 0.572667530
4.0481668 0.572718480
4.0488372 0.572769380
4.0495076 0.572820240
4.0501781 0.572871060
4.0508480 0.572921790
4.0515184 0.572972520
4.0521889 0.573023200
4.0528588 0.573073800
4.0535293 0.573124390
4.0541997 0.573174940
4.0548697 0.573225410
4.0555401 0.573275870
4.0562105 0.573326280
4.0568805 0.573376610
4.0575509 0.573426940
4.0582213 0.573477210
4.0588913 0.573527410
4.0595617 0.573577600
4.0602317 0.573627710
4.0609021 0.573677800
4.0615721 0.573727820
4.0622420 0.573777790
4.0629120 0.573827720
4.0635824 0.573877630
4.0642524 0.573927470
4.0649228 0.573977290
4.0655928 0.574027030
4.0662632 0.574076760
4.0669332 0.574126410
4.0676036 0.574176050
4.0682735 0.574225610
4.0689435 0.574275120
4.0696139 0.574324620
4.0702839 0.574374030
4.0709538 0.574423400
4.0716243 0.574472760
4.0722942 0.574522040
4.0729642 0.574571270
4.0736346 0.574620490
4.0743046 0.574669630
4.0749745 0.574718720
4.0756445 0.574767760
4.0763149 0.574816790
4.0769849 0.574865730
4.0776548 0.574914630
4.0783248 0.574963490
4.0789948 0.575012290
4.0796652 0.575061080
4.0803351 0.575109790
4.0810051 0.575158450
4.0816751 0.575207070
4.0823450 0.575255630
4.0830150 0.575304150
4.0836849 0.575352620
4.0843549 0.575401040
4.0850248 0.575449410
4.0856948 0.575497730
4.0863647 0.575546010
4.0870342 0.575594200
4.0877042 0.575642380
4.0883741 0.575690500
4.0890441 0.575738580
4.0897141 0.575786610
4.0903840 0.575834590
4.0910540 0.575882530
4.0917239 0.575930410
4.0923939 0.575978240
4.0930638 0.576026030
4.0937338 0.576073760
4.0944033 0.576121410
4.0950732 0.576169050
4.0957432 0.576216630
4.0964131 0.576264170
4.0970831 0.576311650
4.0977530 0.576359090
4.0984225 0.576406440
4.0990925 0.576453770
4.0997624 0.576501060
4.1004324 0.576548290
4.1011019 0.576595440
4.1017718 0.576642570
4.1024418 0.576689660
4.1031113 0.576736650
4.1037812 0.576783630
4.1044512 0.576830560
4.1051207 0.576877410
4.1057906 0.576924240
4.1064601 0.576970980
4.1071301 0.577017700
4.1078000 0.577064380
4.1084695 0.577110970
4.1091394 0.577157540
4.1098089 0.577204020
4.1104789 0.577250490
4.1111479 0.577296840
4.1118178 0.577343200
4.1124873 0.577389480
4.1131573 0.577435740
4.1138268 0.577481910
4.1144967 0.577528070
4.1151662 0.577574140
4.1158357 0.577620150
4.1165056 0.577666150
4.1171751 0.577712060
4.1178451 0.577757950
4.1185145 0.577803760
4.1191840 0.577849510
4.1198540 0.577895250
4.1205235 0.577940890
4.1211929 0.577986490
4.1218624 0.578032030
4.1225324 0.578077550
4.1232018 0.578122980
4.1238713 0.578168370
4.1245408 0.578213690
4.1252108 0.578259000
4.1258802 0.578304220
4.1265497 0.578349380
4.1272192 0.578394500
4.1278887 0.578439550
4.1285582 0.578484560
4.1292281 0.578529540
4.1298976 0.578574430
4.1305671 0.578619270
4.1312366 0.578664060
4.1319060 0.578708790
4.1325755 0.578753470
4.1332450 0.578798090
4.1339145 0.578842660
4.1345840 0.578887170
4.1352534 0.578931630
4.1359229 0.578976030
4.1365924 0.579020380
4.1372619 0.579064670
4.1379313 0.579108910
4.1386008 0.579153090
4.1392703 0.579197210
4.1399398 0.579241280
4.1406093 0.579285300
4.1412783 0.579329220
4.1419477 0.579373120
4.1426172 0.579416970
4.1432867 0.579460760
4.1439562 0.579504490
4.1446257 0.579548170
4.1452947 0.579591760
4.1459317 0.579633220
4.1466007 0.579676690
4.1472702 0.579720150
4.1479397 0.579763550
4.1486092 0.579806890
4.1492786 0.579850170
4.1499472 0.579893330
4.1506166 0.579936500
4.1512861 0.579979610
4.1519556 0.580022670
4.1526251 0.580065660
4.1532941 0.580108570
4.1539631 0.580151420
4.1546326 0.580194250
4.1553020 0.580237010
4.1559715 0.580279720
4.1566401 0.580322310
4.1573095 0.580364900
4.1579790 0.580407440
4.1586485 0.580449910
4.1593170 0.580492270
4.1599865 0.580534630
4.1606560 0.580576930
4.1613255 0.580619170
4.1619940 0.580661300
4.1626635 0.580703420
4.1633329 0.580745490
4.1640015 0.580787430
4.1646709 0.580829380
4.1653404 0.580871270
4.1660094 0.580913070
4.1666784 0.580954810
4.1673479 0.580996520
4.1680164 0.581038110
4.1686859 0.581079700
4.1693554 0.581121230
4.1700239 0.581162640
4.1706934 0.581204050
4.1713624 0.581245380
4.1720314 0.581286640
4.1727009 0.581327870
4.1733694 0.581368980
4.1740389 0.581410090
4.1747079 0.581451110
4.1753769 0.581492070
4.1760464 0.581533000
4.1767149 0.581573810
4.1773844 0.581614620
4.1780529 0.581655300
4.1787224 0.581695990
4.1793909 0.581736560
4.1800604 0.581777120
4.1807289 0.581817560
4.1813984 0.581858000
4.1820669 0.581898320
4.1827364 0.581938640
4.1834049 0.581978840
4.1840744 0.582019030
4.1847429 0.582059100
4.1854124 0.582099170
4.1860809 0.582139120
4.1867504 0.582179070
4.1874189 0.582218890
4.1880879 0.582258680
4.1887569 0.582298410
4.1894255 0.582338050
4.1900949 0.582377690
4.1907635 0.582417200
4.1914325 0.582456680
4.1921015 0.582496090
4.1927700 0.582535420
4.1934395 0.582574740
4.1941080 0.582613940
4.1947770 0.582653100
4.1954451 0.582692140
4.1961145 0.582731210
4.1967831 0.582770150
4.1974516 0.582809030
4.1981211 0.582847910
